country,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE
1994-06,15.1,-29.9,-25.0,-34.7,60.5,,,,,,,-3.1,-30.2349,23.1,-22.0,29.6,7.004499,29.0,-28.86264,,,,,,,,,
1994-07,9.6,-20.2,-15.0,-25.4,55.2,,,,,,,-5.1,-27.75078,23.1,-27.0,24.5,-0.8599375,34.0,-24.26687,,,,,,,,,
1994-08,15.8,-17.9,-7.3,-28.5,62.4,,,,,,,-3.9,-40.76255,5.1,-18.0,31.3,2.533242,59.0,-14.84063,,,,,,,,,
1994-09,16.7,-13.6,-9.5,-17.8,62.0,,,,,,,-6.0,-34.02511,19.1,-15.0,16.8,-1.570708,64.0,-13.70508,,,,,,,,,
1994-10,9.8,-13.1,-5.7,-20.5,73.1,,,,,,,-4.2,-28.81513,29.1,-9.0,23.8,2.913494,52.0,-13.30083,,,,,,,,,
1994-11,16.2,-7.6,-1.2,-14.0,67.8,,,,,,,5.3,-27.92482,15.1,-6.0,34.4,2.338204,71.0,-0.521701,,,,,,,,,
1994-12,26.3,-3.8,3.4,-11.0,76.8,,,,,,,5.1,-19.3738,19.1,-9.0,32.8,24.43419,77.0,-0.01663136,,,,,,,,,
1995-01,20.9,-5.4,-3.9,-7.0,78.9,27.1,13.9,8.2,-40.6,-4.5,16.4,4.7,-14.1,19.1,-6.3,39.4,44.0,76.2,-0.5,,,,,,,-10.0,3.0,48.7
1995-02,2.7,-12.6,-8.0,-17.2,83.9,26.1,25.5,13.4,-25.2,42.3,11.4,5.9,-14.1,14.1,-7.5,39.2,49.3,66.2,1.9,,,,,,,-9.8,3.0,48.7
1995-03,9.2,-4.9,3.6,-13.4,81.8,26.1,12.2,7.6,-10.5,42.9,15.4,13.3,-14.1,16.6,11.5,44.9,43.4,71.2,18.6,,,,,,,-9.7,3.0,48.7
1995-04,19.8,-2.9,4.7,-10.5,62.5,25.6,7.4,3.9,-17.2,29.3,21.4,4.3,-5.1,21.6,-2.5,37.0,78.6,48.2,16.6,,,,,,,-12.9,1.0,51.3
1995-05,18.5,-4.5,5.2,-14.2,59.5,25.0,17.4,4.7,-8.1,38.9,28.4,15.3,-5.1,24.1,10.5,59.6,47.3,55.2,15.6,,,,,,,-12.7,1.0,51.3
1995-06,17.0,-9.0,-7.7,-10.4,54.5,32.9,13.0,7.8,-5.8,35.5,22.4,-4.0,-5.1,42.2,2.5,27.6,64.9,41.2,11.6,,,,,,,-12.7,1.0,51.3
1995-07,8.8,-8.5,-4.7,-12.2,61.5,28.1,14.5,6.1,-4.2,6.6,24.4,2.3,-20.1,36.2,9.5,33.6,68.5,43.2,9.6,,,,,,,-9.1,1.6,46.7
1995-08,20.3,-12.2,-8.0,-16.5,57.5,33.1,10.4,9.7,-15.2,6.8,14.4,3.7,-20.1,28.3,2.5,37.0,19.8,42.2,3.6,,,,,,,-9.4,1.6,46.7
1995-09,22.2,-14.6,-10.2,-19.0,50.5,28.7,23.3,13.2,-14.4,24.4,12.4,2.4,-20.1,20.5,-7.5,35.2,48.0,36.2,-2.4,,,,,,,-9.0,1.6,46.7
1995-10,17.6,-11.0,-10.3,-11.7,57.5,31.5,22.5,12.2,-15.1,26.4,17.4,3.6,-16.1,25.9,4.5,32.0,56.0,23.2,-0.4,,,,,,,-8.0,6.8,48.4
1995-11,19.8,-8.8,-4.4,-13.3,60.5,26.6,14.6,8.6,-15.5,30.8,15.4,-2.7,-16.1,26.6,-0.5,19.0,60.0,18.2,-2.4,,,,,,,-8.1,6.8,48.4
1995-12,8.5,5.4,15.5,-4.6,74.5,30.4,22.9,10.3,-14.9,35.9,22.4,-6.4,-16.1,40.8,-4.5,26.0,56.0,34.2,-9.4,,,,,,,-7.8,6.8,48.4
1996-01,-1.3,6.1,22.0,-9.9,62.5,28.1,31.3,14.3,-6.5,18.5,16.4,1.4,-24.1,21.3,-12.5,37.9,22.7,47.2,-13.4,,,,,,,-6.5,5.3,47.5
1996-02,20.2,0.2,13.8,-13.5,57.5,35.1,27.5,17.1,-7.0,-47.7,11.4,-0.7,-24.1,22.8,-8.5,29.1,28.4,26.2,-6.4,,,,,,,-6.2,5.3,47.5
1996-03,28.3,-4.8,2.2,-11.8,71.5,28.0,12.2,8.2,-5.2,43.0,15.4,-8.8,-24.1,39.3,-12.5,25.5,24.2,20.2,-15.4,,,,,,,-6.1,5.3,47.5
1996-04,34.0,-4.3,0.4,-8.9,74.5,32.2,29.4,14.7,0.4,33.4,17.4,-7.9,-18.1,38.3,-9.5,24.0,-14.2,14.2,-9.4,,,,,,,-8.1,5.4,52.7
1996-05,28.4,1.1,-1.2,3.4,74.5,32.5,30.4,17.5,3.6,31.0,10.4,0.5,-18.1,20.8,-0.5,22.8,36.8,14.2,-4.4,,,,,,,-7.9,5.4,52.7
1996-06,30.0,-4.4,0.0,-8.8,63.5,38.2,32.0,19.3,7.8,34.5,12.4,-2.0,-18.1,25.8,-13.5,33.3,0.9,15.2,-10.4,,,,,,,-7.9,5.4,52.7
1996-07,29.6,-0.2,3.2,-3.6,67.5,25.0,27.5,14.0,6.5,37.7,10.4,-7.6,-17.1,23.8,-19.5,20.6,11.0,13.2,-13.4,,,,,,,-11.4,-1.4,51.9
1996-08,26.2,-5.7,0.6,-12.0,68.5,29.1,37.3,18.7,8.1,19.8,10.4,-3.5,-17.1,4.8,-13.5,7.7,22.7,20.2,-15.4,,,,,,,-11.7,-1.4,51.9
1996-09,27.8,-1.6,1.2,-4.5,66.5,18.5,26.3,10.1,9.0,21.4,14.4,5.2,-17.1,14.8,-3.5,33.9,1.1,15.2,-14.4,,,,,,,-11.3,-1.4,51.9
1996-10,20.8,-5.0,-7.9,-2.1,67.5,21.6,27.5,12.6,8.3,26.5,11.4,5.3,-26.1,8.8,-7.5,32.3,15.3,23.2,-7.4,,,,,,,-13.3,-12.2,57.9
1996-11,19.2,-11.7,-15.7,-7.7,69.5,20.6,26.5,12.2,8.0,25.9,10.4,1.6,-26.1,18.8,0.5,23.0,11.1,34.2,-7.4,,,,,,,-13.4,-12.2,57.9
1996-12,14.9,-13.4,-13.8,-12.9,66.5,20.6,22.9,8.7,8.6,29.0,17.4,6.2,-26.1,14.8,-0.5,34.0,3.1,43.2,-2.4,,,,,,,-13.1,-12.2,57.9
1997-01,19.0,-14.3,-18.4,-10.3,77.5,17.9,23.3,10.3,11.1,42.5,10.4,1.6,-26.1,18.8,-10.5,34.1,21.4,42.2,-12.4,,,,,,,-14.5,-16.0,63.9
1997-02,20.1,-8.5,-2.0,-15.0,75.5,20.7,37.6,17.6,5.2,32.4,5.4,-2.1,-26.1,9.8,-12.5,15.9,24.7,44.2,-13.4,,,,,,,-14.2,-16.0,63.9
1997-03,27.7,-9.0,3.9,-21.9,76.5,19.9,41.1,15.5,1.6,24.1,14.4,2.5,-26.1,14.3,-9.5,31.2,16.7,37.2,-5.4,,,,,,,-14.1,-16.0,63.9
1997-04,19.2,-14.4,-0.9,-27.9,68.5,14.1,28.3,10.7,1.2,21.3,10.4,-2.0,-23.1,25.3,-8.5,27.8,22.8,24.2,-6.4,,,,,,,-25.6,-30.3,63.6
1997-05,15.1,-28.4,-28.4,-28.5,57.5,10.6,23.4,8.9,-1.1,22.0,7.4,5.6,-23.1,17.8,-2.5,37.1,-5.2,23.2,2.6,,,,,,,-25.4,-30.3,63.6
1997-06,12.7,-37.5,-25.3,-49.7,74.5,6.8,24.0,8.4,-2.7,35.5,5.4,-0.4,-23.1,25.8,4.5,20.2,11.9,52.2,7.6,,,,,,,-25.4,-30.3,63.6
1997-07,25.3,-37.6,-30.6,-44.5,64.5,10.8,21.5,7.6,-4.4,24.7,9.4,4.0,-34.1,21.8,10.5,23.2,1.1,52.2,15.6,,,,,,,-28.0,-41.0,70.1
1997-08,15.5,-25.8,-23.5,-28.1,68.5,15.6,23.3,11.2,-3.6,36.8,5.4,12.8,-34.1,11.8,14.5,35.7,21.7,33.2,14.6,,,,,,,-28.2,-41.0,70.1
1997-09,26.1,-21.3,-20.0,-22.5,67.5,16.9,30.3,12.0,-3.1,22.4,11.4,11.9,-34.1,10.8,17.5,28.9,23.1,35.2,12.6,,,,,,,-27.9,-41.0,70.1
1997-10,33.0,-24.3,-13.8,-34.9,64.5,27.3,22.5,11.8,-4.2,40.5,14.4,5.2,-34.0,11.8,14.5,12.8,17.6,31.2,17.6,,,,,,,-30.1,-39.2,69.4
1997-11,14.8,-33.8,-24.8,-42.7,63.5,19.6,19.5,8.9,-5.0,40.9,12.4,11.2,-34.0,9.8,26.5,16.8,-2.8,32.2,24.6,,,,,,,-30.2,-39.2,69.4
1997-12,17.9,-35.3,-27.0,-43.7,54.5,16.7,29.9,9.7,-4.8,38.1,17.4,9.0,-34.0,9.8,15.5,21.3,6.0,53.2,17.6,,,,,,,-29.9,-39.2,69.4
1998-01,32.7,-39.9,-30.7,-49.2,63.5,16.1,13.3,6.0,0.8,42.6,11.4,7.1,-26.0,12.8,6.5,27.7,21.3,51.2,6.6,,,,,,,-31.0,-33.3,72.1
1998-02,18.9,-29.4,-26.6,-32.2,63.5,17.7,23.8,10.4,-1.9,22.5,10.4,9.7,-26.0,8.8,3.5,34.4,6.1,43.2,13.6,,,,,,,-30.7,-33.3,72.1
1998-03,20.6,-34.6,-33.1,-36.1,70.5,18.1,19.1,7.6,-2.1,24.1,14.4,6.4,-26.0,16.3,6.5,29.0,24.8,17.2,18.6,,,,,,,-30.6,-33.3,72.1
1998-04,21.7,-42.2,-42.3,-42.0,65.5,13.5,11.3,5.1,0.3,36.3,9.4,-2.7,-23.0,33.3,-10.5,35.8,15.3,24.2,25.6,,,,,,,-24.3,-23.7,55.8
1998-05,28.0,-44.1,-39.7,-48.5,59.5,21.9,9.4,7.1,1.3,34.0,9.9,-10.2,-23.0,31.8,-21.5,22.7,8.0,15.2,4.6,,,,,,,-24.1,-23.7,55.8
1998-06,26.4,-39.1,-37.3,-40.8,62.5,17.2,18.0,8.2,2.8,31.6,10.4,-6.5,-23.0,18.8,-24.5,23.9,6.4,7.2,-23.4,,,,,,,-24.1,-23.7,55.8
1998-07,12.2,-48.5,-38.4,-58.5,54.5,21.8,14.4,9.3,-0.1,39.7,8.4,-8.2,-21.0,22.8,-20.5,18.6,-1.3,5.2,-2.4,,,,,,,-21.7,-17.6,49.5
1998-08,8.1,-39.2,-39.3,-39.1,61.5,12.0,4.3,1.3,-0.7,30.7,12.4,-8.1,-21.0,33.8,-17.5,27.0,8.4,9.2,-11.4,,,,,,,-21.9,-17.6,49.5
1998-09,-0.2,-36.9,-33.5,-40.3,61.5,16.6,7.4,5.5,-1.2,27.4,7.4,-10.4,-21.0,31.8,-30.5,31.2,-5.5,4.2,-30.4,,,,,,,-21.5,-17.6,49.5
1998-10,5.4,-47.3,-39.8,-54.7,40.5,11.1,5.6,1.8,-3.5,22.5,11.4,-21.9,-42.0,33.8,-42.5,10.5,-31.9,-2.8,-39.4,,,,,,,-23.5,-25.8,49.9
1998-11,20.0,-49.3,-38.9,-59.8,41.5,15.2,-0.6,0.7,-5.5,19.9,12.4,-22.5,-41.9,33.8,-38.5,4.7,-14.7,7.2,-33.4,,,,,,,-23.6,-25.8,49.9
1998-12,10.5,-46.8,-33.0,-60.7,33.5,9.8,0.9,1.1,-6.3,30.1,7.4,-24.3,-41.9,35.8,-43.5,6.4,-12.0,5.2,-37.4,,,,,,,-23.3,-25.8,49.9
1999-01,1.7,-50.7,-42.3,-59.2,26.5,12.3,8.3,3.4,-3.8,39.6,10.4,-27.0,-44.9,32.8,-44.5,-3.6,9.5,17.2,-36.4,,,,,,,-26.5,-33.1,49.8
1999-02,10.7,-52.2,-46.0,-58.3,23.5,4.8,11.9,3.1,-9.7,31.5,7.4,-18.6,-44.9,25.8,-51.5,21.4,-3.3,7.2,-36.4,,,,,,,-27.8,-36.8,45.7
1999-03,15.8,-50.2,-48.2,-52.3,24.5,2.3,9.1,1.6,-12.9,27.1,6.4,-28.9,-44.9,41.3,-45.5,0.0,-0.9,10.2,-27.4,,,,,,,-30.2,-37.6,41.2
1999-04,15.5,-46.3,-43.4,-49.2,35.5,6.6,9.2,4.5,-13.9,36.3,2.4,-20.1,-44.9,40.3,-26.5,6.5,-3.6,25.2,-14.4,,,,,,,-26.7,-33.7,36.9
1999-05,22.3,-53.9,-41.4,-66.5,29.5,2.6,8.4,3.5,-15.9,32.0,0.4,-15.9,-44.8,35.8,-23.5,11.6,21.0,14.2,-16.4,,,,,,,-30.5,-39.9,40.3
1999-06,17.1,-46.7,-42.6,-50.8,30.5,7.8,12.0,7.1,-17.6,32.6,-1.6,-7.9,-44.8,40.8,-3.5,20.7,13.2,15.2,3.6,,,,,,,-24.5,-26.7,43.5
1999-07,14.8,-43.9,-34.3,-53.4,41.5,8.5,11.4,5.2,-17.7,36.7,4.4,-2.8,-42.8,30.8,-0.5,22.9,4.0,13.2,2.6,,,,,,,-25.9,-32.3,47.0
1999-08,19.4,-39.5,-36.1,-42.8,34.5,9.1,12.3,5.0,-15.7,27.7,6.4,-15.5,-42.8,29.8,-17.5,0.9,17.8,16.2,-13.4,,,,,,,-29.1,-36.8,46.4
1999-09,19.5,-43.8,-39.7,-47.8,24.5,23.8,23.4,14.0,-13.2,28.3,5.4,10.1,-42.8,12.8,4.5,38.5,11.9,20.2,1.6,,,,,,,-30.4,-37.6,45.9
1999-10,24.2,-42.6,-38.7,-46.5,20.5,9.9,16.5,7.0,-12.8,25.5,5.4,4.2,-29.7,24.8,0.5,36.8,0.9,22.2,10.6,,,,,,,-22.5,-26.9,45.4
1999-11,25.9,-35.4,-36.8,-34.0,23.5,15.1,16.3,8.0,-12.0,27.9,7.4,12.3,-29.7,24.8,12.5,49.1,19.0,27.2,13.6,,,,,,,-23.1,-23.2,45.9
1999-12,25.8,-37.7,-32.4,-42.9,26.5,12.8,16.9,8.4,-9.8,25.1,4.4,13.9,-29.6,8.8,10.5,39.9,11.2,30.2,6.6,,,,,,,-20.9,-20.8,46.4
2000-01,18.6,-34.7,-30.9,-38.5,30.5,12.6,24.3,10.8,-3.2,42.7,4.4,7.9,-22.6,5.8,1.5,28.0,-0.7,17.2,3.6,,,,,,,-21.1,-17.9,46.9
2000-02,22.2,-36.6,-35.8,-37.4,42.5,16.3,25.2,13.0,-5.5,46.5,2.4,9.7,-22.6,-3.2,-4.5,30.5,19.7,15.2,-2.4,,,,,,,-21.4,-19.4,43.9
2000-03,15.6,-39.6,-33.8,-45.4,41.5,17.6,37.1,17.8,-4.7,39.1,1.4,14.5,-22.5,9.3,17.5,35.3,15.1,29.2,17.6,,,,,,,-23.2,-24.8,40.7
2000-04,24.1,-38.1,-33.8,-42.3,43.5,18.1,28.2,14.3,-2.1,48.3,3.4,10.9,-16.5,-4.7,19.5,8.5,28.8,21.2,21.6,,,,,,,-20.5,-20.1,37.6
2000-05,24.8,-33.9,-33.3,-34.5,35.5,12.5,29.4,12.5,-0.2,37.9,4.4,20.6,-16.4,10.8,25.5,47.0,38.9,26.2,20.6,,,,,,,-18.8,-13.8,42.5
2000-06,29.3,-31.8,-25.8,-37.8,41.5,9.8,31.0,11.5,1.9,40.6,6.4,28.1,-16.4,-1.2,27.5,55.6,23.0,18.2,23.6,,,,,,,-18.6,-16.0,47.1
2000-07,36.3,-30.7,-31.0,-30.3,24.5,19.3,27.3,14.4,0.2,28.7,3.4,19.0,-3.3,7.8,19.5,45.2,25.4,32.2,26.6,,,,,,,-20.1,-16.2,52.0
2000-08,25.5,-29.2,-30.9,-27.5,43.5,19.1,23.2,10.7,0.5,36.6,10.4,9.6,-3.2,12.8,8.5,33.1,14.5,29.2,7.6,,,,,,,-17.7,-14.6,50.2
2000-09,32.0,-23.6,-21.8,-25.4,37.5,5.3,19.5,6.5,1.7,27.2,5.4,19.7,-3.1,3.8,26.5,36.5,24.0,23.2,21.6,,,,,,,-17.4,-14.6,50.2
2000-10,25.3,-28.5,-37.5,-19.4,39.5,20.8,20.5,11.3,0.5,39.5,7.4,15.1,-7.0,7.8,14.5,38.6,29.5,20.2,21.6,,,,,,,-15.2,-9.1,50.2
2000-11,16.8,-18.3,-17.6,-19.0,47.5,21.4,31.1,14.7,-0.1,44.9,8.4,11.6,-7.0,13.8,29.5,19.2,42.2,15.2,24.6,,,,,,,-15.2,-8.8,48.8
2000-12,12.5,-16.7,-12.4,-21.1,45.5,19.9,34.8,16.8,0.7,36.1,4.4,4.8,-6.9,18.8,9.5,23.7,15.6,23.2,2.6,,,,,,,-21.3,-18.7,47.3
2001-01,12.5,-16.4,-10.1,-22.7,47.5,20.0,38.3,17.0,6.9,22.7,7.4,10.6,8.3,25.8,24.5,33.0,33.1,23.2,17.6,,,,,,,-16.0,-5.6,45.9
2001-02,24.4,-13.1,-12.7,-13.6,45.5,22.0,33.4,15.7,3.4,23.5,8.4,4.7,8.4,29.8,4.5,39.5,-1.1,13.2,13.6,,,,,,,-12.5,3.1,42.8
2001-03,24.5,-7.1,-10.6,-3.6,43.5,24.2,39.2,17.0,3.5,33.1,12.4,9.1,8.5,28.3,19.5,36.1,17.9,9.2,21.6,,,,,,,-10.4,-1.0,44.6
2001-04,22.0,-8.4,-8.3,-8.6,29.5,31.9,53.2,26.9,5.1,27.3,4.4,8.6,-2.4,15.3,17.5,23.6,10.3,26.2,19.6,,,,,,,-8.9,2.8,44.6
2001-05,25.5,-10.5,-8.3,-12.6,39.5,37.9,43.4,25.6,6.3,32.9,4.5,5.9,-2.2,10.8,0.5,27.9,9.7,8.2,4.6,,,,,,,-13.4,0.8,41.9
2001-06,31.5,-11.5,-13.2,-9.9,38.5,40.3,35.1,24.0,7.5,31.6,3.5,-0.7,-2.0,12.8,-2.5,13.3,-0.6,4.2,-3.4,,,,,,,-11.2,-2.0,55.2
2001-07,10.9,-12.1,-10.9,-13.3,46.5,31.1,29.3,18.3,7.4,43.8,5.5,2.5,-6.8,8.8,-3.5,19.8,13.9,3.2,-6.4,,,,,,,-10.3,1.2,41.9
2001-08,18.1,-12.5,-11.0,-14.1,24.5,37.2,29.1,19.6,9.3,38.6,7.5,7.0,-6.6,10.8,-3.5,35.3,10.2,10.2,-5.4,,,,,,,-10.4,0.0,44.9
2001-09,22.7,-16.4,-14.0,-18.9,38.5,23.5,30.5,15.5,12.7,30.2,7.5,5.7,-6.4,3.8,-2.5,23.5,7.7,7.2,-6.4,,,,,,,-10.0,-1.2,47.9
2001-10,12.5,-9.3,-6.3,-12.2,33.5,28.3,39.4,20.0,13.2,16.5,7.6,-5.9,-8.2,19.8,-21.5,23.5,-0.3,-3.8,-25.4,,,,,,,-8.0,-2.9,48.1
2001-11,4.4,-9.7,-6.3,-13.0,33.5,37.9,40.0,17.1,14.3,49.9,26.6,-9.0,-7.9,16.8,-17.5,7.4,21.9,1.2,-19.4,,,,,,,-6.7,-1.5,45.3
2001-12,14.7,-14.7,-13.1,-16.3,36.5,41.6,40.8,25.9,17.1,35.2,4.7,-2.2,-7.6,10.8,-6.5,10.8,20.7,15.2,-13.4,,,,,,,-6.4,-1.5,45.3
2002-01,-10.2,-14.9,-4.9,-25.0,36.5,46.2,33.3,23.9,23.3,47.8,7.8,4.9,-11.3,-1.2,-8.5,22.0,20.7,16.2,-10.4,,,,,,,-6.1,2.8,47.8
2002-02,-4.0,-10.6,-9.6,-11.6,29.5,47.6,32.7,22.5,18.7,42.5,12.9,-2.5,-11.0,6.8,-29.5,28.9,22.0,12.2,-26.4,,,,,,,-4.6,1.4,40.6
2002-03,5.4,-11.0,-11.3,-10.7,24.5,37.6,32.3,21.0,18.2,37.1,7.0,4.2,-10.6,1.3,-19.5,33.5,1.2,13.2,-21.4,,,,,,,-6.3,1.7,33.3
2002-04,21.9,-2.6,0.5,-5.7,23.5,34.2,39.2,22.1,18.9,47.3,7.2,-0.1,-8.3,11.3,-19.5,30.5,10.0,11.2,-11.4,,,,,,,-0.9,7.2,31.5
2002-05,26.4,-5.0,-7.4,-2.6,24.5,32.3,56.4,26.4,19.5,45.9,9.4,0.8,-8.8,7.8,-9.5,19.8,1.4,7.1,-11.4,65.4,45.4,44.4,26.3,-19.6,16.4,-2.4,8.3,33.9
2002-06,22.2,-2.8,-1.5,-4.0,18.5,32.7,50.1,24.7,20.1,41.7,8.7,2.4,-12.4,9.8,-10.5,27.6,2.4,6.1,-10.4,64.0,42.8,37.7,26.6,-4.5,7.3,-3.0,5.3,27.1
2002-07,33.4,-6.1,-2.0,-10.2,17.5,38.1,50.2,25.7,15.3,41.8,11.0,2.4,-9.6,10.8,-11.5,29.4,24.5,6.0,-14.4,74.7,49.8,42.9,31.9,-8.7,5.1,-3.4,4.3,18.8
2002-08,25.5,-8.5,-0.3,-16.8,18.5,36.6,51.0,24.4,12.5,27.5,14.5,3.2,-10.7,8.8,-0.5,18.9,6.2,12.7,-14.4,59.2,38.4,40.6,15.6,-2.3,-1.7,-6.6,-3.9,21.2
2002-09,25.1,-5.0,-5.5,-4.5,28.5,33.0,52.5,23.8,11.6,28.0,14.1,1.1,-18.7,3.8,-9.5,16.5,-10.7,5.2,-11.4,58.5,38.9,39.0,19.1,-17.4,9.2,-8.8,-13.4,50.1
2002-10,18.7,-5.0,-7.1,-3.0,27.5,21.7,47.3,19.1,7.4,22.4,11.8,4.4,-28.7,2.8,-6.5,22.5,13.6,3.2,-11.4,69.0,42.8,38.4,21.0,-15.0,17.0,-10.3,-6.6,45.1
2002-11,14.5,-2.4,-0.8,-4.0,20.5,19.3,49.8,19.4,3.9,16.9,10.8,1.1,-25.7,4.8,-10.5,18.7,3.4,5.2,-10.4,62.7,43.2,34.3,32.5,-13.1,27.0,-7.8,-2.2,35.4
2002-12,26.9,2.6,-7.2,12.4,17.5,29.2,44.8,20.4,2.5,27.2,12.9,1.6,-29.7,0.8,-10.5,16.1,30.3,9.2,-11.4,64.8,45.8,40.6,32.0,-29.8,-2.0,-8.6,-5.0,33.4
2003-01,-9.9,-7.6,-4.8,-10.5,25.5,31.3,45.1,20.4,1.2,21.9,15.2,5.2,-12.2,-1.9,-9.0,22.7,2.3,12.4,-12.1,60.9,42.8,43.7,23.8,-13.7,-9.3,-8.0,-6.9,37.6
2003-02,4.6,-3.9,0.4,-8.2,28.7,33.5,42.2,19.8,5.6,27.7,16.4,5.3,-15.4,3.1,-8.5,27.4,13.1,10.4,-10.0,61.0,41.9,34.4,30.3,-24.7,20.6,-8.9,-3.1,36.9
2003-03,30.3,-0.5,9.3,-10.2,27.3,35.8,36.3,18.3,0.5,30.2,17.0,5.2,-14.3,3.3,-5.1,24.1,-4.0,5.2,-4.5,61.7,44.7,32.8,39.6,-22.1,-3.9,-7.7,-1.1,38.2
2003-04,35.7,-5.0,0.0,-9.9,22.0,44.6,35.5,19.9,9.1,16.8,20.4,7.7,-15.1,5.2,-4.0,32.2,18.0,9.9,-4.8,61.3,45.0,37.8,36.0,-24.7,-0.4,-8.2,-7.0,30.6
2003-05,26.2,-8.7,-1.9,-15.4,24.3,40.0,44.8,22.4,-2.2,17.2,17.6,5.5,-14.7,3.0,-4.7,24.3,9.2,0.7,-6.4,56.6,39.2,32.4,28.4,-17.7,11.7,-11.0,-6.0,28.8
2003-06,32.7,-5.9,0.4,-12.1,16.9,28.9,44.4,18.5,4.6,15.5,17.7,3.1,-11.8,-0.7,-4.9,13.5,1.8,0.0,-12.4,63.4,43.0,36.7,28.8,-17.5,2.0,-9.7,-7.4,31.9
2003-07,34.1,-7.6,-5.0,-10.1,12.3,25.3,49.9,18.5,7.4,13.9,19.6,1.4,-17.1,2.1,-5.1,11.3,14.7,-0.9,-12.9,57.0,38.0,27.9,29.2,-20.6,1.2,-13.2,-14.0,32.9
