country,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL
1980-11,38.98612,14.92785,17.27198,,1.407228,5.672163,-2.344542,4.288872,-23.72425,34.61075,3.726288,-0.8414771,-1.705412,32.96733,,,
1980-12,47.07564,13.99438,22.96603,,-6.689874,8.158698,4.991855,5.023793,-24.76444,35.89919,5.394793,0.2294053,-2.09213,34.78189,,,
1981-01,38.54738,14.64901,20.02541,,-7.639181,7.73257,2.128086,3.366137,-23.75506,31.00735,10.15785,1.3293,-1.401913,32.27259,,,
1981-02,48.73722,18.48366,24.7203,,-9.2959,6.085207,2.050144,4.790719,-23.03165,38.46834,11.6298,3.143237,3.00928,33.25948,,,
1981-03,52.37722,16.1126,29.40143,,-15.56972,6.770185,5.623452,4.067553,-24.19163,38.12559,11.37418,2.32416,0.475689,31.74289,,,
1981-04,47.75441,18.62244,28.45398,,-14.87774,11.93674,8.970616,4.249727,-22.71492,33.71107,9.419702,9.920895,-2.236359,30.6799,,,
1981-05,27.3631,3.248051,15.65669,,-17.32787,4.854571,0.3979339,0.3126816,-25.31837,25.65797,4.768322,-1.450457,-1.747761,17.43106,,,
1981-06,36.96359,6.840555,20.69108,,-18.17207,6.951845,2.620174,0.1695563,-27.10087,26.7644,4.098925,1.812692,-0.8113147,20.65692,,,
1981-07,49.04453,13.19071,24.25074,,-15.05272,5.41962,12.24046,0.8473239,-27.54899,27.98877,8.349786,6.504917,-3.259369,24.63327,,,
1981-08,35.17709,7.680268,18.68402,,-14.23656,-0.7205387,-6.047952,-0.3699671,-31.85176,24.71498,12.36814,-8.743204,-5.116253,21.81158,,,
1981-09,39.37647,10.77894,22.32619,,-14.43584,-4.672372,-0.3035416,0.5713481,-27.23221,25.00901,9.225932,4.777643,-6.757132,18.44056,,,
1981-10,40.12887,16.84271,22.51495,,-11.99475,-5.391731,-0.6119652,-2.28961,-38.02024,22.46483,5.205913,-5.671594,-7.929781,20.05002,,,
1981-11,38.35063,15.76966,21.62661,,-11.18968,0.7232386,2.24003,0.9424759,-29.77961,25.43147,11.38261,1.919672,-6.821133,24.97951,,,
1981-12,36.92382,6.001101,21.73632,,-21.56697,-1.670742,-4.23994,0.4464684,-29.84183,28.26967,8.954654,-2.323073,-1.167505,23.05799,,,
1982-01,35.16898,14.51351,20.82698,,-13.48027,0.6161278,4.194475,1.748639,-31.95188,26.79857,3.087736,1.370952,-8.779019,25.63217,,,
1982-02,45.41932,14.55624,24.33894,,-15.4103,1.76375,2.168835,-0.02526901,-27.95878,18.79096,4.205728,2.084562,-7.845142,23.41457,,,
1982-03,44.90065,17.19734,25.75529,,-11.21565,4.926068,3.611979,2.440628,-25.42133,26.83237,1.887764,4.074672,-7.257066,28.31703,,,
1982-04,47.62592,13.21547,25.28949,,-11.13371,3.462519,0.3499268,3.229608,-24.48989,32.20082,10.60858,-0.5943066,-2.709087,31.46692,,,
1982-05,52.87126,15.28609,27.33602,,-14.72522,4.247486,0.4768846,3.058322,-26.1953,33.6627,16.68509,-0.8552177,-3.344274,35.7186,,,
1982-06,51.43559,17.61256,27.66196,,-13.56896,3.064386,6.608055,2.947099,-25.8587,30.86362,14.22532,7.987945,-2.974019,33.76345,,,
1982-07,47.57603,14.19528,23.50516,,-12.96887,3.876091,0.6003444,2.56946,-26.56644,31.30478,7.830657,-3.772482,-4.142708,30.17339,,,
1982-08,48.70834,12.98445,24.44013,,-13.1335,7.692017,2.069592,3.454706,-28.02661,32.09705,2.275719,6.657836,-5.409825,34.64737,,,
1982-09,47.72192,15.55803,27.91399,,-18.21391,5.224221,0.8340595,-1.426131,-34.60597,27.82868,3.318531,-2.881156,-4.203194,30.25357,,,
1982-10,45.58286,7.472289,22.46435,,-14.99504,-0.4159267,-7.00297,-0.7756053,-37.65944,26.10579,4.387299,-4.567568,-8.628033,25.21788,,,
1982-11,46.60398,1.626161,21.20556,,-15.32886,-11.02603,-4.270419,-2.279655,-42.53501,24.45107,2.471594,-2.841227,-10.8968,24.19817,,,
1982-12,42.40634,5.030984,18.69721,,-8.608672,-4.11203,-3.359209,-1.773349,-40.89124,23.76143,2.68504,-7.989279,-10.26302,26.47462,,,
1983-01,42.32413,2.430501,19.70988,,-15.43886,-2.559225,-3.990597,1.284614,-34.40064,27.53027,9.862679,-3.833155,-9.378593,24.86184,,,
1983-02,33.04561,0.6366822,16.44673,,-17.71729,-12.64565,-8.713758,-2.358311,-47.78354,21.14828,10.54427,-12.12489,-18.8619,23.71034,,,
1983-03,31.25702,-3.90873,16.4229,,-18.26609,-20.87703,-15.29416,-6.150882,-48.69353,15.46528,11.04575,-17.45341,-15.94867,17.38893,,,
1983-04,32.60083,-6.133654,15.03305,,-15.32111,-19.15102,-10.31994,-4.62151,-48.32939,19.40984,4.606042,-10.07848,-16.50895,17.15502,,,
1983-05,40.37347,3.342772,18.13322,,-11.40571,-14.61267,-9.018304,-0.4999894,-46.12271,27.79479,-0.7204975,-5.326164,-18.91251,25.18158,,,
1983-06,40.97989,6.36976,16.96304,,-3.114319,-9.873322,12.61148,-0.04967856,-39.64078,28.71989,5.238472,15.67111,-9.016382,31.6997,,,
1983-07,41.35623,10.18502,18.3166,,-6.867698,-4.604359,0.1326942,1.372366,-36.81694,37.11817,8.934259,3.308043,-4.728512,37.01479,,,
1983-08,38.14565,14.25568,18.83856,,-5.625995,-2.698507,7.83867,0.6029311,-31.25949,31.5395,11.11955,11.4691,-0.5860127,32.816,,,
1983-09,39.49332,8.517364,16.82382,,-0.7870777,4.261177,8.88595,3.831531,-24.57526,34.85655,11.99988,11.62985,-1.933535,37.00244,,,
1983-10,40.19865,9.075167,17.42643,,-2.809797,5.270448,5.403985,4.108327,-19.99919,35.59172,9.46592,10.7862,3.721572,37.21788,,,
1983-11,38.7603,10.5441,17.68879,,-3.523911,5.283535,11.74704,3.891399,-17.0606,35.55463,9.106404,3.250195,7.262041,36.54321,,,
1983-12,41.86852,13.00967,17.67708,,1.363251,8.122027,8.718598,2.600185,-20.29128,33.21585,9.91842,14.92083,6.364008,33.6633,,,
1984-01,30.27155,11.20475,13.90569,,-1.69251,15.58936,1.695418,2.38187,-15.3265,33.11512,10.93465,4.296597,12.02,35.24124,,,
1984-02,25.42392,6.726424,7.848073,,7.036788,16.06183,11.79115,1.429097,-12.35312,29.23302,9.356029,16.57402,12.22715,33.95471,,,
1984-03,20.03792,14.01368,8.532109,,11.7464,18.94016,17.31057,1.977446,-11.7939,30.95081,11.72906,20.65799,12.41825,30.22264,,,
1984-04,18.58671,9.677599,8.844427,,4.172521,7.912456,-5.185519,-1.04556,-27.265,27.39058,-0.9166259,-8.670768,0.8657122,28.37842,,,
1984-05,14.11143,9.369865,4.979576,,8.037408,22.49881,17.43742,2.123866,-10.16735,28.05987,1.776447,20.20066,9.377135,28.96576,,,
1984-06,17.78721,3.929652,5.661734,,5.411303,13.61706,1.187937,0.8999071,-14.73938,30.85636,-1.346161,5.82806,15.93096,27.90261,,,
1984-07,17.40119,0.05314842,5.998195,,-2.956709,10.63058,-3.143865,-1.736934,-19.13364,22.03311,-8.314717,-11.29383,7.461964,15.74298,,,
1984-08,14.80393,6.455914,2.933698,,11.32757,15.26202,8.931537,2.414598,-11.9021,27.23715,7.636858,13.96258,8.992371,24.27531,,,
1984-09,12.56201,1.667097,1.800315,,9.272355,9.232392,-6.679127,1.125686,-14.62062,28.04773,2.142518,-1.690741,10.21983,22.0165,,,
1984-10,4.42155,1.91316,-1.201876,,10.74772,12.087,4.364825,-0.9833031,-14.06736,25.12957,6.740841,6.377059,14.39189,22.08348,,,
1984-11,4.688729,5.594698,-0.5800143,,12.32295,13.80161,0.9697161,-1.698062,-15.89943,23.90967,1.291264,15.1313,13.60348,20.89048,,,
1984-12,10.1738,4.943486,1.391661,,10.04513,12.61572,0.008256785,-3.009184,-14.28784,18.22253,1.063165,4.463517,14.16655,18.90794,,,
1985-01,17.63082,5.741637,3.338603,,11.93198,8.853528,-2.543687,-3.995269,-19.04198,16.53701,5.199584,2.55988,10.42536,10.91937,,,
1985-02,21.28733,4.749618,4.77595,,10.53419,12.75963,-1.281663,-1.186782,-11.11204,23.28747,-1.170067,6.058634,14.63339,23.97495,,,
1985-03,24.88562,3.055418,4.850363,,15.90117,12.77927,1.574483,-4.557134,-20.56061,18.90705,-1.333637,-0.7960753,11.68026,20.39808,,,
1985-04,23.46655,7.409064,6.264635,,13.70761,11.59408,-0.6461666,-1.425539,-18.27138,27.06011,10.60668,7.264572,9.859148,16.80575,,,
1985-05,19.54139,6.300354,5.412789,,9.539652,13.07582,7.970593,-1.462584,-17.40426,23.33012,12.25793,10.13732,8.326595,20.56826,,,
1985-06,18.05924,9.544328,7.045021,,7.372478,9.575318,-2.480401,-2.623668,-22.23499,16.44069,7.707915,-7.436677,4.992053,15.67842,,,
1985-07,21.99625,8.178315,9.231252,,1.317522,12.32872,2.725021,0.3664636,-18.24104,27.29453,5.532196,5.976089,7.669066,25.94586,,,
1985-08,27.12776,9.42381,11.95554,,0.1465885,10.46384,-0.6491084,0.9325902,-18.06451,24.8592,10.72345,2.431003,4.758519,24.23515,,,
1985-09,30.66191,14.80929,18.26802,,-9.764891,13.91108,1.559569,1.340512,-21.05801,27.85603,11.23821,5.925865,2.926743,25.39096,,,
1985-10,34.11113,12.81811,16.4518,,-2.024424,13.94667,4.358321,2.065712,-22.07819,28.50683,6.265381,8.319873,1.068458,24.79321,,,
1985-11,39.91587,15.67667,19.74861,,-3.621499,13.22084,-0.4418169,0.6229998,-20.60161,24.42152,4.499411,2.614931,2.407993,26.23773,,,
1985-12,50.11479,16.75591,21.6438,,1.228078,14.45463,0.7063044,5.296155,-18.9172,34.00745,7.649761,5.712521,0.7598213,39.97897,,,
1986-01,49.08809,28.3048,25.6287,,-0.8677989,22.40203,12.21528,6.40958,-10.45647,35.14766,-1.702053,16.6967,6.142194,33.86334,,,
1986-02,45.91642,25.85383,23.84203,,-0.662129,21.76834,3.099563,4.580753,-13.74403,36.82222,4.623259,11.19125,7.212919,33.52052,,,
1986-03,53.48956,20.33368,27.01641,-0.6488996,-5.706757,23.67537,0.864706,6.684204,-11.54172,39.57356,4.862391,9.879354,8.034109,39.37514,,,
1986-04,57.01978,29.941,33.03485,-2.206076,-10.96392,35.89595,28.22576,7.044641,-0.7979573,36.44722,2.102103,32.13046,11.15111,37.74647,,,
1986-05,57.42086,28.02508,30.48999,-1.377297,-5.400434,27.65658,3.825917,3.437645,-10.61066,31.46941,-0.9155,3.589679,8.917756,33.69635,,,
1986-06,58.83693,27.27185,30.62852,0.4462307,-4.440745,29.2757,3.766286,6.347861,-8.801657,35.91858,6.747686,5.979854,10.98246,38.17041,,,
1986-07,58.54908,31.25742,31.67228,3.976791,-5.526697,31.68473,22.15502,5.758654,-5.44139,30.97712,11.91977,22.64651,8.186736,34.99757,,,
1986-08,57.70989,26.56304,31.36057,-1.934096,-9.977799,26.94946,0.16581,3.934936,-9.869174,31.66601,2.099483,-2.615649,10.36024,33.28,,,
1986-09,56.92926,34.03188,32.84225,7.516197,-8.706498,29.83569,11.44587,3.113653,-7.230298,29.05503,5.064997,17.84267,12.44279,37.29406,,,
1986-10,60.43758,31.56915,32.94685,5.199962,-7.191269,33.14737,9.374941,4.54606,-5.899247,31.26259,4.491503,15.632,12.92443,38.05696,,,
1986-11,59.31543,34.65388,34.31883,5.130155,-8.953755,32.64405,5.605427,5.007449,-5.601208,32.93447,13.34112,7.519559,12.46901,37.46679,,,
1986-12,53.83113,31.6728,32.30594,-2.625533,-11.79867,33.54331,12.23124,5.546153,-3.509038,32.4927,16.01044,12.94794,14.79969,34.83653,,,
1987-01,48.94227,27.90201,29.15261,-10.76705,-11.96737,29.56119,7.280231,6.281435,-1.45966,31.2667,4.104408,13.59123,10.99699,30.65392,,,
1987-02,51.36142,28.8284,30.75611,-10.40677,-12.79376,28.77364,7.707156,5.777924,-6.723098,30.43843,-0.9246758,6.781118,4.200639,26.87033,,,
1987-03,51.75038,33.47359,32.27246,-11.22542,-11.00033,26.14876,10.6568,4.64588,-6.048179,29.23489,-7.565851,12.80214,9.435608,27.40738,,,
1987-04,47.6116,33.46795,29.02141,-0.9751328,-4.960601,32.39862,10.53079,7.490928,-4.108046,31.94202,17.70344,9.494668,2.18199,35.50834,,,
1987-05,46.79208,33.77843,30.98226,1.320876,-11.29238,29.06946,10.28354,5.732037,-2.611738,31.45584,21.03856,16.59924,10.32734,30.47043,,,
1987-06,54.70727,38.33448,34.95994,7.600941,-10.10126,34.17571,16.1913,7.743496,-0.3806054,32.95147,17.73984,19.30401,11.57762,32.85513,,,
1987-07,53.18695,37.50826,31.48666,9.190147,-3.121683,33.25086,18.0107,6.593265,-2.580837,32.5584,6.535457,20.12296,10.73095,34.59268,,,
1987-08,53.91647,36.9517,32.59372,4.644367,-7.416117,38.53241,6.863298,7.082432,-2.798035,35.96358,2.564279,6.580425,11.80618,39.00785,,,
1987-09,63.92948,44.91407,37.69593,6.118784,-5.659029,39.87946,19.82133,9.802073,4.012772,37.69843,5.439272,20.76399,11.84518,36.03368,,,
1987-10,52.19804,36.78175,33.36958,10.24901,-12.17679,35.33766,9.278303,8.883845,-0.1288628,34.86069,11.16225,12.91171,9.365166,38.6562,,,
1987-11,52.68143,35.72176,32.758,6.247206,-9.903354,37.67352,13.11286,8.072509,2.25863,32.84555,8.407645,12.45566,10.79286,36.18458,,,
1987-12,49.81533,33.60691,28.99981,-5.396572,-4.356991,35.99616,10.27883,6.60092,-4.542674,35.382,2.380537,13.02914,14.00556,35.71875,,,
1988-01,45.78411,32.76665,29.89573,7.966517,-11.69476,34.90572,8.422295,6.312346,-7.209275,33.19711,-8.611588,7.673837,7.160191,34.43668,,,
1988-02,47.73597,31.72174,30.5914,7.625148,-12.63037,37.96474,13.94084,5.81371,-2.497658,29.23108,4.210555,13.59307,6.690207,33.27148,,,
1988-03,40.48097,30.46196,28.77589,5.109247,-15.13903,34.65228,7.549515,6.514504,-5.429626,29.09606,2.536903,8.982476,4.832383,32.06558,,,
1988-04,39.20347,24.07501,26.26426,1.996451,-14.86407,31.10185,6.497243,3.520502,-10.2534,27.69524,10.08276,7.418193,4.609753,31.58733,,,
1988-05,42.42557,20.67868,26.41836,-5.977139,-15.16075,33.57193,3.175256,4.965004,-11.7119,30.55025,17.15115,2.982363,2.619992,29.14321,,,
1988-06,35.2702,20.53088,25.69287,-9.492078,-18.90335,33.59598,14.97502,7.712673,-7.663725,28.46079,12.71429,13.73098,-1.105652,26.48771,,,
1988-07,32.22786,11.48618,22.86156,-15.25218,-23.76969,27.76681,-3.931884,3.664558,-18.58136,27.5183,5.194309,-9.261749,-1.1397,26.08711,,,
1988-08,36.11784,25.71931,24.81122,-3.117775,-13.80722,28.36412,6.150838,4.16712,-18.41695,26.99383,1.931197,6.10429,-4.332315,23.31656,,,
1988-09,39.70478,13.69921,24.10271,-6.954246,-20.19178,21.18521,-2.821919,3.072985,-24.18292,28.38142,-3.212654,-0.07341967,-5.735829,24.48135,,,
1988-10,47.73659,13.78452,27.1633,-14.38919,-21.33244,13.37933,-17.16692,1.303186,-35.15769,29.53729,4.34899,-21.76557,-8.579333,25.56947,,,
1988-11,40.95786,13.64557,25.1942,-8.145026,-20.79967,13.83922,-0.8306543,0.09194735,-31.39442,24.03676,11.69431,5.022932,-7.928839,23.37124,,,
1988-12,39.62843,14.6087,26.34201,-3.704178,-26.2613,22.62378,3.799825,1.106726,-24.86483,21.35869,13.30233,3.383408,-3.718443,21.57614,,,
1989-01,45.25988,17.71146,27.30284,-5.299096,-18.55657,20.90639,1.729981,0.665988,-27.61365,26.03204,12.8856,2.18875,-3.382626,28.16298,,,
1989-02,40.13823,14.64421,24.49909,-3.584767,-19.38891,18.00577,-2.386611,1.911788,-30.5064,34.21318,11.84925,0.6135812,-4.495005,32.47604,,,
1989-03,41.99167,13.13704,24.50245,-2.831395,-17.79656,20.74277,0.1575627,3.821619,-26.91272,31.28505,10.27711,2.460302,-6.025936,31.40752,,,
1989-04,41.1547,11.84817,23.94963,-5.15712,-18.51678,20.13435,16.37581,3.685312,-22.96694,27.93168,9.983684,14.95814,-7.236114,28.42562,,,
1989-05,42.86613,13.6708,26.28782,2.438528,-21.69188,17.23194,2.974013,2.940735,-28.93653,34.20086,12.15221,-0.8355219,-5.068725,32.27854,,,
1989-06,35.26578,17.97545,19.97379,-2.333704,-3.885105,16.64028,10.95808,1.837283,-27.51052,25.73297,8.845863,14.6021,-7.038667,23.90449,,,
1989-07,34.92161,15.74799,22.03841,-2.466235,-13.98345,18.72059,0.5345351,1.847299,-25.53777,26.44203,15.59197,-5.314315,-2.9752,30.52812,,,
1989-08,25.09494,12.13801,18.5285,-2.038491,-19.92689,16.08574,5.775261,-0.001526755,-25.23408,20.4028,17.97647,7.214129,-5.574831,16.15121,,,
1989-09,18.381,9.430074,16.25743,-9.911846,-22.14,14.37499,-5.909482,-2.316329,-29.95355,14.6675,18.72461,-8.366871,-9.39187,15.39336,,,
1989-10,18.75329,7.537174,13.49679,-8.989474,-15.68339,17.9477,-1.945693,-1.972319,-27.61728,20.12585,14.45935,-1.812724,-0.9441491,16.15609,,,
1989-11,22.4162,11.42274,17.11834,-6.868582,-16.98818,17.71905,7.39667,-0.02325813,-22.53205,23.00056,13.86271,9.515914,0.1791647,16.20563,,,
1989-12,34.27074,13.56102,19.61415,-2.608786,-13.47258,17.02878,0.06427905,-1.313519,-21.11622,23.92239,14.51923,6.675533,9.074581,23.67055,,,
1990-01,33.66936,17.91991,21.13371,1.442737,-10.23963,22.92419,5.304195,1.989032,-20.13616,28.13211,20.19454,6.835268,2.582808,32.88155,,,
1990-02,44.47999,18.5899,26.21587,2.522694,-16.76754,24.21061,11.98038,1.542162,-17.37107,27.90548,12.88404,12.62722,3.388308,26.78535,,,
1990-03,42.98837,16.77738,25.72956,2.602654,-16.33972,25.49217,12.07009,1.614043,-20.16742,26.36363,13.33847,6.597203,3.349768,25.82489,,,
1990-04,44.02033,18.9819,27.73047,-4.021878,-20.58899,25.07793,0.2801448,1.091359,-24.0921,30.34805,12.15768,3.134454,2.993598,27.24644,,,
1990-05,45.16547,18.64033,26.85273,-3.141864,-16.40678,28.27169,11.13148,6.369821,-10.26034,31.3843,16.82383,15.95447,-0.03759648,27.83809,,,
1990-06,46.58473,14.32469,27.23538,-7.685801,-17.67798,27.30369,2.035611,2.853609,-18.79757,28.6313,23.03289,3.248441,0.9255031,27.24429,,,
1990-07,46.15232,13.1413,25.04658,-6.004574,-14.85487,18.02871,7.271894,2.420809,-28.39576,29.28747,29.79962,9.786326,-4.296038,27.53481,,,
1990-08,55.58225,21.09765,28.59665,-4.664745,-9.998281,26.09657,12.2385,6.090333,-15.70917,32.95555,35.82824,15.1499,-1.810185,32.98301,,,
1990-09,48.13468,15.35467,25.68792,-7.53039,-14.83882,25.88705,4.61168,4.529451,-20.46652,29.82221,41.35593,1.346497,-5.283682,30.10423,,,
1990-10,44.55397,15.2997,13.24335,-0.2637844,18.83539,24.09446,8.336329,4.924872,-18.24388,31.80673,32.12524,11.38653,-1.264214,26.22232,,,
1990-11,51.36265,19.16944,16.65103,-3.531897,21.48983,26.52398,5.763026,6.299193,-14.65674,30.9445,27.56651,6.755489,-2.936424,27.04811,,,
1990-12,24.04254,11.44577,16.31461,-6.159394,-16.24495,22.88912,5.246984,5.201866,-20.62642,24.34737,11.8699,8.238163,-10.52146,19.59964,,,
1991-01,17.0264,6.07142,4.426324,-14.5528,11.79377,15.44213,2.390128,-3.360515,-26.20416,14.08628,26.19096,1.842215,-1.392674,9.291731,,,
1991-02,24.50955,3.407692,2.676772,-13.32828,18.31881,8.294047,-12.17863,-11.23412,-35.57278,15.30516,37.49074,-6.696671,11.60225,16.02655,,,
1991-03,31.2928,2.450782,4.802094,-20.72291,20.66614,12.2435,-18.99741,-7.098526,-37.3958,25.58608,28.67432,-23.16397,11.91602,21.45529,,,
1991-04,41.51821,9.463947,10.49907,-6.758887,18.27036,19.89743,25.13786,2.190554,-19.05049,28.26385,20.05578,23.60299,3.05324,23.81808,,,
1991-05,35.03032,11.72179,9.094787,-8.930535,19.3332,15.59758,-1.205751,-3.57915,-27.42639,23.84867,9.441283,2.846787,4.950752,23.05068,,,
1991-06,47.99403,14.64783,15.91136,-5.779329,18.04545,12.3456,-5.202109,-5.040327,-31.00312,23.00432,14.91638,-3.208516,6.332617,22.56231,,,
1991-07,37.94253,11.62702,12.12725,-9.873277,14.8284,14.78688,3.563177,-1.995296,-29.94621,27.43112,20.37927,2.953979,6.293628,21.54259,,,
1991-08,38.11375,4.743013,9.717034,-20.87251,13.22836,8.793426,-6.481674,-6.23944,-34.02001,25.30483,12.81011,-4.617442,9.15023,20.45353,,,
1991-09,38.4099,5.424242,8.071902,-11.01985,17.71638,13.4076,-5.378698,-3.877549,-28.55418,23.8018,13.25896,-5.925947,5.867342,22.85423,,,
1991-10,40.15574,10.78028,12.48962,-10.25829,12.61227,12.18139,10.52114,-0.5981877,-22.9674,26.33691,22.42758,14.17537,4.441698,17.36177,,,
1991-11,41.46921,9.95101,13.35555,-11.88854,12.2563,10.97195,-2.035762,2.411321,-24.4936,32.18251,23.57557,-1.605876,0.6649824,27.9764,,,
1991-12,33.25271,11.26879,10.46385,-16.94243,10.37465,17.55918,4.475447,2.825662,-23.23094,29.86898,19.66885,5.415265,-2.04998,23.37527,,,
1992-01,42.7965,20.00691,19.48515,-1.611963,7.487374,24.09886,4.717099,2.499149,-19.61129,25.20928,23.51491,9.152408,-1.07118,19.81921,,,
1992-02,40.02153,16.39421,16.31178,-8.712346,5.59907,19.31703,3.441201,3.299294,-19.73965,25.68673,30.75036,6.533006,-5.287287,22.59163,,,
1992-03,31.30643,11.53442,13.40724,-8.443732,3.428963,21.92347,1.734609,4.988825,-13.68745,23.46396,31.12646,9.787086,-2.199564,16.98656,,,
1992-04,30.35027,13.13414,11.29412,-4.294511,7.873426,17.59363,-0.2597892,7.7252,-9.096875,27.25646,32.94125,11.21232,-4.714122,14.27069,,,
1992-05,32.16054,13.69346,13.03197,-7.586408,5.900536,26.21662,12.57379,9.611664,-5.387211,27.10343,17.6571,15.11675,-9.051177,23.51585,,,
1992-06,32.50591,13.95713,14.53569,-4.568478,5.314386,31.41784,12.41669,13.57913,-3.172235,33.21404,32.42093,14.97264,-11.63567,30.30167,,,
1992-07,46.38878,21.77975,21.64135,8.833148,5.956209,40.92484,29.88784,22.67607,4.049076,42.84156,24.62953,27.79529,-18.44893,37.34578,,,
1992-08,42.01836,17.36919,17.03626,-0.86857,8.379516,40.15202,7.996284,17.28599,0.8690317,39.89924,30.94093,9.951813,-11.72866,34.09108,,,
1992-09,52.05947,25.48163,21.8994,1.717832,9.529128,40.84894,17.59237,17.0301,1.098735,41.70698,20.46201,23.30957,-8.989554,34.82609,,,
1992-10,49.25465,24.28225,22.42927,-3.09194,5.613999,43.7673,13.2858,12.87884,-5.730073,36.05629,24.62547,14.08607,-9.45686,34.11621,,,
1992-11,44.05847,18.85104,17.10325,-2.322111,11.95114,40.48921,-2.036981,11.5292,-8.576408,35.61859,23.32958,-1.981238,-6.966545,32.13557,,,
1992-12,55.0597,26.14079,24.03115,-6.331074,7.950083,38.18493,10.99911,13.17393,-7.685745,36.61577,28.25755,10.0327,-11.75009,31.70073,,,
1993-01,45.34443,21.82705,20.72074,-3.486243,8.592973,38.35654,5.116162,13.54117,-8.451138,42.54473,30.49874,8.908596,-5.704074,32.30804,,,
1993-02,44.18741,10.42866,12.77651,-1.577733,14.02993,36.06789,10.24279,10.88276,-8.268251,40.40427,28.72394,12.83447,-1.139976,29.88974,,,
1993-03,54.94452,30.70404,24.02814,7.947758,13.31103,36.52621,21.17977,15.23098,-0.7660044,41.52101,30.04438,17.9018,-2.43528,32.7318,,,
1993-04,49.73177,30.596,20.57507,-4.540768,17.10107,31.62332,6.563808,7.348217,-11.71618,36.23169,29.55224,8.270241,2.30953,26.62062,,,
1993-05,45.90847,26.75566,17.8212,0.08732203,17.44656,29.02893,-3.000085,0.7536855,-24.16866,33.6912,21.44205,-1.715715,6.089255,25.6509,,,
1993-06,41.82079,24.51883,15.54789,-1.877521,20.78832,29.26573,6.488915,4.548467,-17.48802,35.40928,10.84671,6.954201,3.48002,26.4083,,,
1993-07,45.8452,23.74575,17.74455,-3.560301,21.09073,21.88214,4.829978,1.319306,-21.81771,28.24205,25.78138,-1.472114,4.913303,25.20874,,,
1993-08,39.79813,22.96986,15.20725,-3.350704,17.13254,21.82303,-0.4798879,0.7872411,-21.92825,28.61234,24.1697,3.359717,3.731907,21.82565,,,
1993-09,38.55695,26.44996,15.73644,3.79,15.51982,25.86874,9.936668,2.582303,-17.94705,30.56304,31.20388,12.91714,4.309816,25.23452,,,
1993-10,44.97354,21.83315,15.34992,-5.09702,19.93471,25.05323,-0.9539976,5.402954,-18.99111,34.90414,33.58504,0.7861846,-1.275651,27.74826,,,
1993-11,59.46194,27.61366,24.71442,-2.87683,12.9634,25.3309,4.31736,4.603207,-17.08076,32.41519,25.35536,5.63464,2.397315,24.74515,,,
1993-12,40.58889,23.93864,15.99714,-2.425478,17.24845,21.57785,1.351989,2.110611,-20.89718,33.18855,30.57006,3.392494,4.145929,19.91841,,,
1994-01,41.27347,21.71159,18.53231,2.474646,10.83082,23.4185,2.699449,4.202868,-17.81491,34.46782,31.33076,6.088861,4.769924,27.82519,,,
1994-02,42.8843,20.95492,17.12243,-4.435205,9.843041,23.57114,6.66275,7.682966,-15.78314,37.36571,33.17471,12.71145,-1.756945,27.06399,,,
