country,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN,HUN
1993-10,,,,,,,,,,,,,-27.0,,,,,,,,,,,,,-44.8,-40.0,48.7
1993-11,,,,,,,,,,,,,-27.0,,,,,,,,,,,,,-40.3,-34.5,47.2
1993-12,,,,,,,,,,,,,-27.0,,,,,,,,,,,,,-35.9,-25.8,48.4
1994-01,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,-33.7,-23.1,47.8
1994-02,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,-32.8,-16.9,45.8
1994-03,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,-24.3,-5.4,45.0
1994-04,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,-22.5,-6.0,45.4
1994-05,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,-15.6,4.3,42.2
1994-06,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,-25.1,-5.5,44.9
1994-07,,,,,,,,,,,,,-21.0,,,,,,,,,,,,,-21.0,-6.5,46.9
1994-08,,,,,,,,,,,,,-21.0,,,,,,,,,,,,,-34.9,-22.9,53.1
1994-09,,,,,,,,,,,,,-21.0,,,,,,,,,,,,,-37.8,-23.9,54.1
1994-10,,,,,,,,,,,,,-15.0,,,,,,,,,,,,,-39.6,-23.3,55.3
1994-11,,,,,,,,,,,,,-15.0,,,,,,,,,,,,,-44.4,-33.5,58.7
1994-12,,,,,,,,,,,,,-15.0,,,,,,,,,,,,,-45.2,-35.6,59.3
1995-01,,,,,,,,,,,,,-27.0,,,,,,,,,,,,,-50.7,-38.4,57.6
1995-02,,,,,,,,,,,,,-27.0,,,,,,,,,,,,,-47.7,-32.9,58.9
1995-03,,,,,,,,,,,,,-27.0,,,,,,,,,,,,,-58.7,-51.7,60.4
1995-04,,,,,,,,,,,,,-26.0,,,,,,,,,,,,,-57.9,-48.7,59.1
1995-05,,,,,,,,,,,,,-26.0,,,,,,,,,,,,,-54.4,-43.8,59.2
1995-06,,,,,,,,,,,,,-26.0,,,,,,,,,,,,,-57.7,-45.6,59.3
1995-07,,,,,,,,,,,,,-22.0,,,,,,,,,,,,,-55.7,-43.9,58.4
1995-08,,,,,,,,,,,,,-22.0,,,,,,,,,,,,,-57.5,-44.9,56.8
1995-09,,,,,,,,,,,,,-22.0,,,,,,,,,,,,,-52.8,-38.6,54.4
1995-10,,,,,,,,,,,,,-26.0,,,,,,,,,,,,,-55.1,-45.2,55.3
1995-11,,,,,,,,,,,,,-26.0,,,,,,,,,,,,,-55.4,-41.8,55.3
1995-12,,,,,,,,,,,,,-26.0,,,,,,,,,,,,,-51.1,-34.2,55.3
1996-01,-37.3,-14.9,-5.3,-24.5,,-2.1,-12.3,-8.0,,1.2,9.5,-1.9,-9.2,3.0,-22.0,19.3,4.6,,-6.5,,,,,,,-51.8,-32.2,54.8
1996-02,-33.1,-14.0,-5.5,-22.5,,-10.1,2.5,-3.7,-29.5,11.2,3.6,0.3,-10.2,6.6,-16.9,24.6,0.8,,-5.6,,,,,,,-50.6,-32.5,53.9
1996-03,-30.3,-13.7,-4.8,-22.7,,10.3,-20.2,-9.2,-32.8,-5.0,17.8,-1.2,-10.5,7.4,-19.2,23.0,-5.9,,-1.1,,,,,,,-48.6,-25.9,51.4
1996-04,-27.4,-8.3,1.7,-18.3,,12.4,-22.6,-8.2,-36.5,2.5,14.6,-7.0,-8.2,14.1,-26.2,19.3,-11.3,,-3.1,,,,,,,-45.5,-23.7,50.6
1996-05,-29.1,-8.3,3.3,-20.0,,-4.4,-20.5,-12.4,-39.7,-16.5,12.3,-2.4,-8.7,11.9,-21.8,26.6,-5.8,,-5.3,,,,,,,-45.8,-24.1,49.0
1996-06,-27.8,-7.4,4.4,-19.3,,2.7,-20.9,-12.4,-35.0,-24.0,18.9,-1.7,-8.1,8.2,-17.6,20.7,-6.8,,0.4,,,,,,,-50.9,-36.5,52.1
1996-07,-19.7,-27.5,-23.9,-31.0,,-4.1,-18.7,-11.9,-29.8,-17.9,12.9,-2.8,-8.1,5.3,-22.0,19.1,-5.7,,-6.4,,,,,,,-45.9,-28.4,50.5
1996-08,-20.8,-25.4,-19.3,-31.6,,-1.5,-18.7,-12.1,-23.9,-10.9,16.2,-5.7,-8.6,10.5,-24.8,18.3,-10.2,,-5.2,,,,,,,-43.9,-24.4,50.3
1996-09,-22.1,-24.9,-16.1,-33.8,,2.9,-9.6,-8.9,-19.8,-2.5,19.9,-7.2,-10.0,15.4,-26.2,20.0,-13.3,,-4.1,,,,,,,-45.3,-27.3,51.1
1996-10,-14.5,-10.3,-3.9,-16.7,,15.2,-1.6,0.3,-21.5,-3.7,12.5,1.2,-7.7,4.2,-15.8,23.5,-0.3,,-8.4,,,,,,,-44.6,-27.4,51.3
1996-11,-13.8,-9.3,-1.6,-17.0,,3.4,-12.0,-9.6,-23.6,-11.5,20.1,3.3,-8.9,-3.5,-13.0,19.5,-3.0,,-12.7,,,,,,,-41.0,-21.1,49.3
1996-12,-13.3,-7.9,-0.7,-15.0,,7.3,-7.1,-5.6,-24.2,-11.4,17.0,-0.3,-9.2,0.2,-13.7,13.0,4.4,,-4.4,,,,,,,-43.4,-24.3,51.2
1997-01,-24.8,-4.8,8.4,-17.9,,-1.0,-4.5,-5.2,-22.4,-22.0,10.2,-0.2,-4.5,0.6,-21.6,21.8,-0.6,,-10.6,,,,,,,-44.7,-26.7,49.9
1997-02,-20.4,-3.9,7.9,-15.8,,14.4,-15.0,-7.2,-21.2,-2.8,21.0,3.3,-2.1,-1.2,-13.9,22.6,3.1,,-6.0,,,,,,,-43.6,-25.8,47.7
1997-03,-17.6,-3.6,8.7,-16.0,,2.7,-3.6,-6.6,-16.6,-0.6,18.8,1.7,1.4,0.1,-19.2,24.4,2.2,,-14.0,,,,,,,-41.8,-24.6,48.1
1997-04,-3.9,-3.9,2.5,-10.2,,15.3,-7.9,-3.8,-16.2,-6.8,18.8,-7.1,1.5,24.3,-19.6,22.7,5.9,,-10.9,,,,,,,-38.9,-8.7,47.4
1997-05,-5.9,-3.8,4.3,-12.0,,15.1,-3.2,-2.3,-15.2,-1.4,18.7,1.8,1.1,4.9,-15.7,26.1,8.0,,-5.0,,,,,,,-35.2,-13.3,44.5
1997-06,-4.7,-2.9,5.4,-11.3,,18.1,-1.3,-0.4,-15.2,8.3,17.9,4.4,1.7,1.6,-14.5,29.5,8.4,,-6.1,,,,,,,-34.9,-12.8,44.3
1997-07,3.3,-10.4,-17.0,-3.9,,26.8,-2.4,2.8,-9.1,6.6,15.9,5.4,3.1,-2.2,-12.1,26.1,12.0,,-7.2,,,,,,,-33.6,-8.7,45.0
1997-08,2.0,-8.7,-12.9,-4.5,,24.7,5.7,5.0,-2.3,9.0,15.4,6.0,3.9,-1.7,-9.8,26.2,12.7,,-0.2,,,,,,,-31.3,-9.6,44.4
1997-09,0.5,-8.4,-10.0,-6.8,,24.6,6.2,5.2,2.7,13.1,15.3,7.8,3.8,-0.5,-5.8,28.6,14.4,,6.5,,,,,,,-24.2,-1.2,44.3
1997-10,9.4,4.7,12.9,-3.6,,25.9,5.5,4.3,2.7,15.9,18.4,8.7,7.7,4.6,-0.9,31.7,14.1,,1.2,,,,,,,-27.3,-3.5,42.4
1997-11,10.0,5.6,15.1,-3.9,,33.6,9.6,8.4,2.2,20.4,18.0,6.9,7.2,6.1,-0.3,27.1,20.4,,1.6,,,,,,,-24.9,1.6,43.4
1997-12,10.4,6.9,15.7,-1.9,,33.8,12.3,8.4,3.3,14.3,21.1,9.0,8.4,1.8,-5.1,33.8,15.4,,4.2,,,,,,,-27.6,-3.8,42.0
1998-01,0.9,11.3,24.0,-1.4,,34.7,7.1,6.9,1.7,16.5,21.0,6.4,6.3,-1.7,-8.3,25.9,24.4,,-6.5,,,,,,,-21.8,-0.1,42.3
1998-02,5.6,12.0,23.3,0.7,,38.1,12.9,10.3,-0.3,11.7,20.1,7.4,7.7,4.4,-2.3,28.9,24.3,,2.9,,,,,,,-18.2,2.7,41.6
1998-03,8.7,12.3,24.1,0.5,,35.0,16.0,10.8,0.9,16.7,18.7,4.9,10.1,7.6,-3.7,26.1,20.3,,3.9,,,,,,,-15.6,4.0,39.5
1998-04,10.1,2.6,1.7,3.4,,20.0,12.3,5.3,-1.8,8.2,16.4,7.2,9.1,3.2,-2.8,27.5,26.2,,2.3,,,,,,,-18.1,2.7,39.3
1998-05,7.6,2.6,3.7,1.5,,23.4,9.3,3.8,-4.0,14.9,21.3,3.9,7.6,3.8,-9.7,25.3,16.3,,3.1,,,,,,,-19.1,1.3,40.8
1998-06,8.8,3.6,4.9,2.2,,22.1,12.7,5.0,-7.0,7.8,19.7,3.5,7.2,8.2,-8.2,26.8,13.7,,3.9,,,,,,,-11.8,8.5,36.8
1998-07,3.6,4.5,8.6,0.3,,15.9,10.2,-1.4,-6.1,9.1,30.4,1.8,4.8,10.9,-9.1,25.3,17.5,,4.4,,,,,,,-7.6,13.7,35.8
1998-08,2.0,5.8,11.9,-0.3,,17.0,7.4,0.0,-4.6,6.4,24.4,-0.3,1.9,11.1,-11.8,21.9,13.6,,-0.2,,,,,,,-8.0,14.6,37.9
1998-09,0.0,5.7,14.2,-2.8,,20.2,10.8,4.0,-4.6,5.7,19.1,-1.6,-1.8,12.1,-13.8,21.0,10.8,,-4.7,,,,,,,-11.9,9.8,37.5
1998-10,-5.2,6.0,19.3,-7.4,,15.5,4.0,-1.9,-3.0,6.7,25.4,-4.0,-2.0,8.4,-15.9,12.3,4.8,,-9.7,,,,,,,-13.0,9.1,38.0
1998-11,-4.7,6.8,21.3,-7.8,,10.0,-1.5,-5.6,-2.1,-0.8,25.2,-7.5,-6.5,11.5,-18.0,7.0,-0.7,,-13.1,,,,,,,-16.4,5.2,42.0
1998-12,-4.6,8.0,21.7,-5.7,,17.6,-0.6,-3.4,0.7,1.3,27.2,-10.1,-9.4,17.2,-22.5,9.4,-4.4,,-11.2,,,,,,,-23.2,-4.0,43.5
1999-01,7.7,-0.1,-4.4,4.1,,10.1,-12.1,-11.8,-1.5,-0.3,33.4,-3.5,-3.6,2.7,-22.8,15.0,5.5,,-14.4,,,,,,,-20.9,-1.2,42.6
1999-02,13.0,0.4,-5.5,6.4,,6.9,-10.5,-10.9,-4.0,-1.6,29.1,-9.1,-5.5,10.5,-29.9,13.2,-3.3,,-17.9,,,,,,,-18.0,2.8,41.2
1999-03,16.5,0.7,-4.7,6.0,,11.7,-17.1,-10.7,-3.3,-6.4,26.6,-5.0,-6.9,7.8,-25.9,18.8,-7.2,,-14.0,,,,,,,-20.7,-8.5,42.9
1999-04,-10.2,-12.3,-5.7,-18.9,,-0.5,-7.9,-13.4,-11.0,-11.8,31.7,-11.2,-7.8,8.8,-33.3,8.5,-13.4,,-25.0,,,,,,,-27.6,-14.0,44.0
1999-05,-13.3,-12.4,-3.8,-21.0,,0.7,-18.9,-17.4,-10.3,-8.8,33.9,-15.6,-9.7,12.5,-37.3,2.9,-9.5,,-32.0,,,,,,,-26.6,-14.1,44.3
1999-06,-12.1,-11.6,-2.8,-20.4,,5.4,-19.6,-14.7,-10.7,-11.9,29.9,-11.4,-10.5,10.8,-27.4,3.9,-35.8,,-25.0,,,,,,,-26.0,-12.1,45.5
1999-07,-8.0,-7.1,0.2,-14.4,,4.8,-8.5,-10.2,-10.8,-1.9,26.9,-7.8,-10.6,8.2,-28.7,13.6,-13.8,,-18.5,,,,,,,-30.1,-17.2,47.5
1999-08,-10.2,-6.1,2.9,-15.2,,3.2,-10.1,-11.5,-10.2,-6.1,27.6,-6.1,-10.9,5.6,-27.1,14.5,-12.3,,-17.4,,,,,,,-28.5,-16.1,47.4
1999-09,-12.6,-6.6,4.7,-18.0,,3.9,-10.7,-11.8,-11.4,-7.9,28.7,-3.8,-12.1,3.7,-25.5,18.0,-10.1,,-16.3,,,,,,,-20.9,-8.4,47.2
1999-10,10.3,0.8,4.8,-3.2,,8.6,-12.2,-11.4,-9.3,-2.1,30.7,-1.6,-9.4,-1.9,-22.5,15.9,-5.0,,-19.6,,,,,,,-21.1,-5.8,47.1
1999-11,10.4,1.6,7.0,-3.7,,10.0,-14.0,-11.1,-7.7,-2.6,29.2,-0.3,-7.0,0.9,-15.8,15.8,-0.7,,-10.0,,,,,,,-16.3,5.2,46.7
1999-12,10.5,2.7,7.0,-1.6,,27.4,3.9,0.7,-4.3,6.4,29.0,-0.3,-2.7,0.7,-13.8,13.6,0.5,,-14.2,,,,,,,-28.4,-12.3,49.6
2000-01,-15.8,-3.7,4.1,-11.5,,26.3,-4.3,-3.1,-5.9,10.2,31.2,-0.5,-4.1,8.8,-22.2,29.4,-3.6,41.5,-0.9,,,,,,,-22.1,-5.8,47.9
2000-02,-10.0,-3.6,1.8,-9.0,,16.0,-6.9,-6.6,-7.9,7.2,29.0,3.2,-5.0,-4.3,-18.8,24.2,1.6,39.3,-9.4,,,,,,,-23.4,-10.3,50.3
2000-03,-7.5,-3.6,2.4,-9.5,,12.6,2.3,-4.5,-6.6,0.4,28.5,-3.2,-5.3,7.8,-17.8,16.0,-1.5,41.2,-10.4,,,,,,,-26.2,-12.4,51.0
2000-04,-9.1,-11.2,0.0,-22.5,,9.8,6.3,-3.7,-7.8,6.4,27.1,1.6,-5.2,2.3,-13.9,21.1,6.6,40.9,-0.9,,,,,,,-30.4,-18.0,51.2
2000-05,-10.0,-11.6,1.7,-24.9,,8.4,7.8,-2.8,-8.2,5.7,24.5,4.4,-6.9,1.0,-13.8,28.0,5.6,41.6,1.1,,,,,,,-25.4,-9.2,50.6
2000-06,-13.0,-10.8,2.7,-24.2,,5.6,-1.9,-6.1,-9.5,7.6,21.9,2.4,-7.5,-3.4,-14.8,18.5,4.7,47.0,-3.9,,,,,,,-25.3,-12.4,51.5
2000-07,-24.6,-9.9,6.7,-26.5,,15.1,-7.9,-3.8,-8.6,5.2,18.4,1.4,-7.4,2.4,-9.2,15.7,2.5,45.3,2.3,,,,,,,-27.5,-14.0,52.8
2000-08,-16.5,-9.3,9.0,-27.6,,12.7,-5.6,-5.0,-7.1,4.7,22.1,0.5,-4.5,2.5,-8.0,11.9,5.3,43.1,0.9,,,,,,,-25.1,-8.0,54.6
2000-09,-2.1,-1.0,10.8,-12.7,,13.0,-2.5,-5.2,-7.2,6.9,26.2,0.3,-2.6,3.3,-6.8,11.1,8.8,43.0,-0.5,,,,,,,-27.1,-13.5,54.7
2000-10,-2.0,-8.4,-1.5,-15.2,,11.5,-3.1,-5.2,-8.8,3.0,23.8,2.8,3.3,2.0,-9.8,20.2,13.6,36.0,-1.0,,,,,,,-25.8,-7.5,54.4
2000-11,2.4,-7.0,1.1,-15.2,,10.4,-1.5,-4.0,-10.9,10.2,20.8,5.6,1.0,-0.4,-5.8,22.1,9.4,43.1,1.8,,,,,,,-26.3,-11.6,56.0
2000-12,6.4,-5.6,0.9,-12.1,,8.9,-11.0,-10.2,-11.2,-3.5,28.4,3.6,0.5,2.3,-4.8,17.9,14.1,46.8,5.8,,,,,,,-22.1,-9.9,56.8
2001-01,9.4,-0.5,8.6,-9.5,26.7,24.6,-1.3,-0.6,-12.1,9.0,25.0,0.4,-5.8,-1.5,-11.1,10.8,9.4,51.0,-4.4,,,,,,,-20.5,-5.2,56.0
2001-02,10.3,-4.3,4.6,-13.3,29.6,15.4,2.6,-0.9,-13.4,8.8,20.9,1.0,-4.8,-0.5,-12.8,15.4,12.9,45.2,-8.6,,,,,,,-18.8,-4.7,55.5
2001-03,2.8,-4.4,4.9,-13.7,34.7,18.6,9.8,0.7,-11.4,12.5,26.3,2.7,-2.9,0.3,-13.8,22.3,13.1,39.0,-3.4,,,,,,,-21.0,-6.8,54.6
2001-04,-12.8,-2.5,10.5,-15.5,22.9,12.6,1.0,-4.5,-9.2,12.3,27.0,-0.6,-0.8,0.0,-15.8,14.0,9.3,36.8,-6.6,,,,,,,-21.1,-8.6,56.7
2001-05,-14.9,-1.7,12.2,-15.7,25.3,13.1,-9.1,-6.8,-6.1,2.4,24.3,-5.1,-5.3,5.2,-19.8,9.7,-3.8,26.2,-11.2,,,,,,,-19.6,-9.5,55.4
2001-06,-10.9,0.4,13.2,-12.4,25.4,15.8,2.1,-2.1,-4.1,10.5,24.2,-6.4,-8.7,8.2,-24.8,13.7,2.7,22.7,-16.7,,,,,,,-20.0,-7.5,54.8
2001-07,-11.8,-2.6,7.1,-12.2,15.9,8.4,-8.3,-11.6,-4.4,3.7,34.7,-8.1,-11.4,5.8,-24.8,6.2,-5.5,17.8,-23.1,,,,,,,-17.2,-2.4,54.0
2001-08,-10.0,-1.3,9.3,-11.9,12.8,10.4,-3.0,-7.0,-4.0,6.1,28.3,-8.0,-13.2,2.2,-26.7,4.8,-6.7,15.7,-25.9,,,,,,,-16.8,-2.5,53.3
2001-09,-8.3,-1.3,11.1,-13.6,11.0,3.3,-5.9,-10.2,-5.3,0.4,27.9,-8.6,-15.9,-2.3,-30.0,1.8,-8.8,18.1,-26.0,,,,,,,-16.9,-2.3,52.9
2001-10,-7.0,-6.1,2.3,-14.5,10.6,2.4,-5.5,-10.9,-7.3,1.9,29.7,-11.0,-14.7,3.4,-31.8,2.2,-20.1,19.4,-29.0,,,,,,,-13.4,-0.5,51.4
2001-11,-7.2,-5.5,5.6,-16.6,18.6,0.0,-7.7,-11.3,-9.8,-11.2,26.3,-13.9,-14.0,11.6,-29.6,-0.6,-17.7,27.6,-32.3,,,,,,,-11.0,5.2,50.9
2001-12,-8.1,3.7,22.7,-15.3,21.1,1.3,-9.8,-13.5,-10.6,-5.6,32.0,-10.6,-11.4,7.8,-27.5,3.6,-16.8,29.4,-31.7,,,,,,,-11.8,2.7,50.2
2002-01,1.2,1.4,9.9,-7.0,22.6,5.2,-12.0,-9.0,-7.5,-0.1,20.3,-9.5,-14.5,7.7,-22.8,2.0,-13.0,24.9,-33.4,,,,,,,-8.8,6.3,50.7
2002-02,-1.3,-1.2,12.1,-14.5,25.8,6.1,-5.8,-7.5,-5.2,-3.5,22.8,-8.4,-15.0,6.1,-24.7,5.5,-11.3,24.8,-23.5,14.4,13.5,17.4,8.7,-0.2,-2.2,-8.1,6.9,50.7
2002-03,-5.9,-4.6,6.9,-16.0,13.0,11.1,0.7,-4.4,0.9,4.0,24.9,-9.3,-14.8,7.4,-25.9,5.5,-11.3,22.8,-32.5,15.8,15.0,16.5,12.7,4.8,0.3,-2.3,12.9,45.4
2002-04,-6.3,-6.9,4.4,-18.3,11.2,1.2,-6.6,-9.8,0.1,-3.2,23.9,-11.2,-14.3,4.7,-32.5,3.4,-19.0,25.3,-36.6,15.3,11.1,11.3,6.7,1.0,-0.9,-1.8,11.5,47.1
2002-05,-8.9,-9.2,-0.2,-18.2,8.4,11.9,1.9,-3.6,0.1,-1.2,24.7,-2.3,-7.6,-1.4,-19.9,11.6,-13.7,23.0,-26.8,13.6,7.3,10.1,-1.9,-2.1,-0.8,-1.6,10.8,47.3
2002-06,-9.5,-6.0,7.1,-19.0,6.6,17.3,-4.9,-4.9,-0.8,8.4,27.0,-4.2,-7.0,3.4,-23.0,13.7,-19.4,21.1,-29.2,12.3,8.9,11.8,2.7,0.3,-6.7,1.1,12.4,46.2
2002-07,-12.1,-6.4,3.9,-16.7,13.1,12.6,0.0,-4.2,-2.0,3.7,25.2,-6.5,-12.3,-2.1,-24.3,2.8,-20.2,24.7,-30.9,7.3,3.8,4.3,-0.2,1.1,-11.3,3.0,14.2,48.1
2002-08,-5.7,-4.7,1.5,-10.9,7.0,13.4,-2.5,-3.8,-2.5,6.3,22.3,-2.8,-10.6,0.8,-20.9,13.2,-12.3,22.5,-27.6,13.5,9.7,8.1,7.7,-3.8,-4.1,6.4,18.7,47.9
2002-09,-4.8,-12.9,-2.8,-22.9,6.6,5.7,-6.3,-7.1,-4.6,-3.8,20.7,-4.4,-10.7,-1.3,-24.4,9.9,-16.4,22.3,-31.4,7.4,4.2,8.2,-3.1,-0.9,-5.5,2.9,14.4,50.3
2002-10,-10.9,-8.1,6.9,-23.1,9.3,1.9,0.7,-4.8,-4.6,1.6,17.1,-3.7,-6.8,-2.7,-23.4,9.7,-16.3,22.2,-29.3,9.6,9.1,15.4,2.4,4.8,0.7,4.9,17.6,50.5
2002-11,-11.6,-7.6,0.5,-15.7,4.4,9.1,-0.8,-6.1,-5.0,3.8,26.5,-3.9,-4.5,0.8,-27.1,16.3,-15.4,15.2,-35.8,10.3,7.0,9.0,1.8,0.4,-10.3,0.2,11.5,51.0
2002-12,-9.7,-6.1,7.5,-19.8,11.4,7.3,-1.7,-2.9,-3.7,1.2,14.3,-6.6,-1.0,1.0,-20.3,1.5,-20.1,21.9,-44.6,11.1,10.4,9.5,10.4,4.3,-4.5,-1.7,9.7,54.3
2003-01,-1.7,-15.6,-3.2,-27.9,15.9,8.4,-11.3,-6.0,-7.9,6.9,15.0,-8.1,-3.3,0.0,-25.8,1.6,-13.8,21.8,-35.2,5.0,4.6,7.1,1.7,-4.3,-11.4,-2.2,8.0,53.9
2003-02,-9.4,-12.8,1.1,-26.7,8.9,12.2,-16.2,-10.5,1.3,1.2,27.4,-6.6,-7.4,5.0,-21.1,6.2,-8.4,24.4,-26.1,3.2,-1.8,0.1,-8.6,-6.2,-13.3,-9.0,-2.8,55.1
2003-03,-32.0,-15.6,-1.9,-29.3,4.6,2.3,-16.2,-13.1,-8.3,-5.7,25.4,-10.8,-8.5,-1.6,-39.2,5.3,-18.4,23.1,-26.1,3.4,0.7,8.6,-9.9,0.6,-9.7,-9.1,-1.7,54.4
2003-04,-31.9,-16.3,-0.8,-31.7,4.6,5.7,-11.5,-11.0,-3.6,-9.9,27.2,-8.7,-17.1,0.9,-27.9,2.8,-16.6,16.3,-27.7,5.6,2.1,4.6,-3.9,-5.1,-9.5,-8.9,-0.6,54.7
2003-05,-17.5,-11.7,2.8,-26.3,2.4,4.3,-13.1,-11.2,-1.0,4.5,24.9,-7.3,-13.1,1.9,-23.7,3.5,-10.3,19.8,-32.0,-16.9,-10.9,-0.3,-15.6,-3.2,-10.9,-10.3,-1.9,54.7
2003-06,-14.8,-20.4,-10.8,-30.0,10.1,-12.5,-15.5,-16.9,-14.0,-11.7,22.8,-9.6,-9.5,2.3,-25.3,-1.4,-6.0,22.8,-28.9,0.0,-0.4,0.6,-1.8,0.0,-4.2,-13.9,-5.7,57.3
2003-07,-15.9,-19.9,-7.2,-32.7,2.6,-13.4,-11.1,-15.1,-3.3,-10.5,21.0,-4.0,-7.1,-0.1,-20.5,8.5,-3.5,20.2,-29.9,-0.8,-2.2,0.8,-6.8,0.0,-10.5,-11.8,-5.8,55.4
2003-08,-19.4,-26.7,-9.1,-44.4,8.5,-0.6,-5.9,-10.8,-5.1,-6.2,25.9,-5.7,-11.8,-0.6,-20.8,3.1,-4.5,31.2,-28.5,2.9,2.1,3.9,-0.4,-6.5,-3.5,-22.6,-20.0,68.8
2003-09,-16.0,-16.8,-4.7,-28.8,5.2,-0.2,-17.9,-12.3,-9.2,-7.3,18.9,-9.7,-13.9,-5.0,-28.4,-5.9,-13.3,23.5,-29.8,-4.4,-4.1,-2.0,-6.1,-10.5,-10.1,-20.6,-15.1,64.5
2003-10,-8.0,-15.3,-4.2,-26.3,6.0,1.5,-5.5,-8.8,-1.1,-4.6,22.4,-5.8,-11.3,1.0,-21.3,4.8,-8.7,23.1,-29.0,1.1,-0.6,-2.8,-0.2,-7.0,-7.7,-18.2,-14.3,63.3
2003-11,-3.6,-11.8,0.1,-23.6,6.2,11.5,3.0,-3.4,5.8,0.7,24.7,3.1,-10.5,-6.0,-9.5,12.9,2.9,24.4,-23.2,-1.4,-0.4,-1.3,1.4,-4.8,-7.5,-17.8,-11.8,61.1
