country,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
1951-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.766829317711534,,0.0208666276064706,0.0207332925758294,22.44,22.4201206395319,-0.660441528611795,0.0834476576983525,0.0829032355771241,19.25,19.2675674936759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.791094322296977,,0.0204651688267796,0.0205692726754368,21.91,22.1558211397509,-0.812837335446694,0.0816004251212461,0.0822293671260599,18.74,19.0272485683252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.16000110990457,,0.0200221798284998,0.0203306688841024,21.48,21.9030392201418,-1.27784068581661,0.0796028364041427,0.0811786068172336,18.32,18.778220753477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.781280862448934,,0.0197868419231637,0.020171829258903,21.4,21.811597695546,-0.991004313138789,0.0784644256298794,0.0803741233223288,18.21,18.6525947367438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.66384195516406,,0.0196668657361296,0.0200379201931584,21.22,21.6128431197479,-0.96099135436122,0.0777556038270363,0.0796017349460576,17.99,18.4185138527491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.670060144385491,,0.0195930342364163,0.0199036540761803,21.24,21.5206278247205,-0.954606489687354,0.0773689737527582,0.0788418516183588,18.03,18.2987115283494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0265712586399044,,0.0197683840482354,0.0199089427275836,21.6,21.6243042258729,-0.448921964371806,0.0779489188641754,0.0784879132293266,18.26,18.2536821633054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.475453991129901,,0.0198652878916091,0.0198142848647936,21.45,21.3154935233156,-0.772831301814096,0.0782281516955984,0.0778813340677496,18.16,18.016223188338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.16058006724601,,0.0197591551107712,0.0195843242241854,21.37,21.1259534922801,-1.16662281962058,0.0779274394156044,0.0769727526522904,18.12,17.8305491708184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.916927924212373,,0.0197729985169674,0.0194047500866056,21.48,20.9263360441898,-1.13057600647225,0.0780563161070304,0.0761025171792823,18.22,17.6109481809507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.571348327594137,-8.0492402758642,0.0197868419231637,0.019293881371512,21.4,20.8856884392984,-0.761335706643904,0.0779918777613174,0.0755231215423416,18.09,17.5607203965101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218189478184463,-7.45461885649724,0.01968993807979,0.019335978590598,21.27,21.0175654822287,0.194920884923625,0.0773474943041872,0.0756703318791739,17.92,17.6795051085843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.605208608952339,-6.17504901111778,0.0195745763614879,0.0194530015976535,21.15,21.1392905394626,0.474522892354408,0.076509795809918,0.0760294049266612,17.7,17.7279433338491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133067856429618,-5.30104006471844,0.0193761542060085,0.0194788872898907,20.84,21.0736627068749,-0.057558630951528,0.0753713850356548,0.0759856434420648,17.39,17.6591250660059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06868998106992,-4.12382669256521,0.0191961899254573,0.0194922673338827,20.76,21.1682866090566,-0.144887847197528,0.0743833304013886,0.0758755494791024,17.24,17.6766717722582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.256683557870748,-3.61690236893407,0.0190715992696911,0.0194422338885805,20.57,20.9652345684568,-0.481448229109556,0.0736959880471164,0.0755102479898081,17.07,17.4890014978864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.442194297206269,-3.40184384163527,0.0189977677699778,0.0193562614390756,20.6,20.9819745811974,-0.499359875868308,0.0733737963185514,0.0751331801091784,17.09,17.5010685098681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00901168253359227,-2.75897561238801,0.0190531413947628,0.0193545171142444,20.69,20.9614544191365,-0.214493551143449,0.0735671113556904,0.0749720242830752,17.16,17.4139500541792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.245348712218847,-3.02332313710105,0.0191685031130648,0.0193070310557484,20.85,20.8790669182847,-0.613235308472109,0.0739967003271105,0.0745122693586951,17.29,17.2869572880738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.214353435725112,-2.76890686286899,0.0193115516437593,0.0192656457713439,21.0,20.8717678241245,-0.35594314952099,0.0745766454385276,0.0742470480403602,17.43,17.2904345516728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188179618721788,-1.4420943549125,0.0194776725181142,0.0193018997901007,21.21,20.9576334799161,0.15300964722902,0.0753284261385128,0.0743606531866447,17.64,17.3398640333488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891076128920894,0.356326799594559,0.0198560589541449,0.0194738944115585,21.82,21.2444996340153,0.775254648439741,0.0769393847813381,0.0749371376070843,18.18,17.5589075512217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.669873982943132,1.60912978678216,0.0201098547344093,0.0196043449636874,21.76,21.2403345898934,0.613042902468912,0.0779059599670334,0.0753965344104979,18.09,17.5538084755969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0500709023445703,1.33714618815849,0.0199529627975186,0.0195945288912653,21.48,21.2232270941598,-0.143283199589448,0.0769823436784801,0.075288503843615,17.75,17.5085969282357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.248303379507425,0.477424605709561,0.0196622512673975,0.0195458750138297,21.13,21.1348961311726,-0.271997497273474,0.0755217411756518,0.0750837209974257,17.41,17.4584396104146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.122036255832259,0.221443192624818,0.0194130699558651,0.0195220219597932,20.94,21.1715348265348,-0.108044043767022,0.0743403715042466,0.0750025975090493,17.2,17.4708171279739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0580843547157649,0.210821376956239,0.019237720144046,0.019533361200276,20.75,21.1594695485977,-0.0197971302093627,0.0734811935614064,0.07498774914716,17.01,17.4515246199769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236551330372068,0.706368096733313,0.0192054188629215,0.0195795676260617,20.87,21.271669380544,0.267613121844393,0.0733308374214094,0.0751884262036536,17.13,17.5642738969467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847762234996981,2.01120639086619,0.0193807686747405,0.0197455558061711,21.13,21.5191847203181,0.931129710009974,0.0740826181213945,0.0758885279785248,17.36,17.7775671231652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.387683279672063,2.41591617866523,0.0195145882679709,0.0198221060245099,21.16,21.4375623671219,0.377112026542368,0.0747484810270957,0.0761747127442977,17.44,17.6975522298351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264209033093364,2.93906795813997,0.0197268538296466,0.019874477819176,21.59,21.6326803264461,0.222547640262471,0.0758009740070749,0.0763442377699869,17.85,17.8565161641656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.649253223810647,3.82996627544247,0.0200406377034281,0.0200035135071326,21.84,21.717197306313,0.631194963425201,0.0771541792670482,0.0768261187536564,18.07,17.9219677188307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211973433122509,3.85462498224993,0.0202298309214435,0.0200459156414588,22.0,21.7245705503187,0.240238960328307,0.0780777955556014,0.0770106850226108,18.28,17.9424700218673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171285744100143,3.11369165742478,0.02048824117044,0.0200802514372269,22.4,21.7916068616365,0.194100413851487,0.0793236035727196,0.0771601630809495,18.65,17.9915807409109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185752928735509,2.6178182929971,0.0206451331073308,0.020117551092369,22.34,21.8054031243352,0.184015751562292,0.0799465075812788,0.0773021499349496,18.57,18.0085943354452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00909915186865345,2.65988367196676,0.02048824117044,0.0201157205658429,22.06,21.7876399034877,-0.0487505754888933,0.0790443707412966,0.077264464691991,18.23,17.9740304483842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19081206785625,3.11180120592535,0.0202713611400322,0.0201541037882188,21.87,21.888583911178,0.0259420880066037,0.0777126449298943,0.0772845087074193,17.95,18.0179289796338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732275213565585,3.99377347586599,0.0201836862341226,0.0203016872947762,21.87,22.1074700647039,0.679405488755984,0.0770682614727642,0.0778095839015356,17.93,18.218561796249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12898371209514,5.10679563599405,0.0202159875152472,0.0205308900376147,21.94,22.3852921945303,1.20133453533222,0.0770897409213352,0.078744337304743,17.96,18.4532504577169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96835115769574,5.8741517937638,0.0203313492335492,0.0207297011489792,22.12,22.538316243132,1.04719841997357,0.0775193298927552,0.079568946760817,18.13,18.6025884347482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.795331774690553,5.81910812804354,0.0205113135141004,0.0208945710490154,22.33,22.7425839267726,0.630684787131336,0.0781207544527434,0.0800707760033181,18.24,18.6869559963556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14838372752442,6.62096588902088,0.0208020250442215,0.0211345209028783,22.75,23.0583147323598,0.83125932209117,0.0791947268812936,0.0807363717931164,18.63,18.9125612489971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75160995927494,7.13926806310506,0.0211250378554672,0.0212933700668294,23.03,23.0868280425321,0.566184643493205,0.0805908910384089,0.0811934887319226,18.89,18.8998386890264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
