country,GRC,GRC
1983-Q1,-3.583529,76.30515
1983-Q2,-2.590123,73.92087
1983-Q3,0.735126,75.66186
1983-Q4,1.21094,78.16635
1984-Q1,1.779594,77.66308
1984-Q2,2.342703,75.65261
1984-Q3,3.027287,77.95236
1984-Q4,0.9226869,78.88758
1985-Q1,-1.149777,76.77013
1985-Q2,1.634306,76.88901
1985-Q3,3.372138,80.58102
1985-Q4,6.113428,83.71032
1986-Q1,2.087133,78.37242
1986-Q2,4.657435,80.47006
1986-Q3,-1.596643,79.29443
1986-Q4,-2.699931,81.4502
1987-Q1,-0.5275488,77.95897
1987-Q2,-4.955761,76.48216
1987-Q3,-3.258425,76.71068
1987-Q4,-0.2789446,81.223
1988-Q1,6.586126,83.09344
1988-Q2,4.611399,80.00906
1988-Q3,5.071204,80.60084
1988-Q4,1.037584,82.06575
1989-Q1,2.212861,84.93218
1989-Q2,4.976061,83.99036
1989-Q3,2.772952,82.83586
1989-Q4,5.265022,86.38654
1990-Q1,2.671975,87.20155
1990-Q2,0.9326246,84.77367
1990-Q3,-4.669112,78.96816
1990-Q4,0.944983,87.20287
1991-Q1,0.4271756,87.57405
1991-Q2,1.528585,86.06951
1991-Q3,11.00833,87.66124
1991-Q4,0.1454193,87.32968
1992-Q1,1.932214,89.26617
1992-Q2,0.5340863,86.5292
1992-Q3,0.2365776,87.86862
1992-Q4,0.08167958,87.40101
1993-Q1,-4.687916,85.08145
1993-Q2,0.007632888,86.5358
1993-Q3,-1.181599,86.83037
1993-Q4,-0.4549164,87.00341
1994-Q1,1.448533,86.31388
1994-Q2,0.9586176,87.36535
1994-Q3,3.314875,89.70869
1994-Q4,2.262203,88.9716
1995-Q1,3.037252,88.93546
1995-Q2,2.761734,89.77814
1995-Q3,0.6157038,90.26102
1995-Q4,2.036813,90.78379
1996-Q1,2.632532,91.2767
1996-Q2,2.252642,91.80052
1996-Q3,3.088906,93.0491
1996-Q4,3.581132,94.03487
1997-Q1,3.609921,94.57172
1997-Q2,4.784822,96.19302
1997-Q3,5.027766,97.72739
1997-Q4,4.917628,98.65916
1998-Q1,5.574859,99.84396
1998-Q2,4.254539,100.2856
1998-Q3,2.975994,100.6358
1998-Q4,2.807238,101.4288
1999-Q1,2.361704,102.202
1999-Q2,2.861976,103.1557
1999-Q3,2.896443,103.5506
1999-Q4,3.724339,105.2063
2000-Q1,3.330422,105.6057
2000-Q2,3.318944,106.5794
2000-Q3,4.84801,108.5708
2000-Q4,4.662255,110.1113
2001-Q1,5.557085,111.4743
2001-Q2,4.317067,111.1805
2001-Q3,4.064341,112.9834
2001-Q4,2.880213,113.2827
2002-Q1,2.452555,114.2083
2002-Q2,5.02257,116.7646
2002-Q3,3.94304,117.4384
2002-Q4,4.467729,118.3439
2003-Q1,5.778437,120.8078
2003-Q2,5.295128,122.9475
2003-Q3,5.347761,123.7188
2003-Q4,6.775967,126.3628
2004-Q1,6.510927,128.6735
2004-Q2,4.637807,128.6496
2004-Q3,5.373131,130.3663
2004-Q4,2.774822,129.8692
2005-Q1,0.3357095,129.1054
2005-Q2,0.5930255,129.4125
2005-Q3,0.6489967,131.2124
2005-Q4,1.540475,131.8698
2006-Q1,5.469142,136.1664
2006-Q2,5.541991,136.5845
2006-Q3,4.59119,137.2366
2006-Q4,6.716217,140.7265
2007-Q1,2.537298,139.6214
2007-Q2,5.199883,143.6867
2007-Q3,4.047604,142.7914
2007-Q4,0.9641967,142.0833
2008-Q1,2.385712,142.9523
2008-Q2,-1.147594,142.0378
2008-Q3,-0.624738,141.8993
2008-Q4,-1.524709,139.917
2009-Q1,-6.770291,133.274
2009-Q2,-3.564516,136.9748
2009-Q3,-4.170677,135.9812
2009-Q4,-2.688349,136.1555
2010-Q1,-3.566141,128.5213
2010-Q2,-9.645744,123.7626
2010-Q3,-11.99247,119.6737
2010-Q4,-12.77757,118.7581
2011-Q1,-11.17807,114.1551
2011-Q2,-9.407658,112.1194
2011-Q3,-8.212287,109.8457
2011-Q4,-11.65693,104.9146
2012-Q1,-8.360119,104.6116
2012-Q2,-8.32223,102.7886
2012-Q3,-7.784344,101.295
2012-Q4,-4.224062,100.4829
2013-Q1,-4.899209,99.48645
2013-Q2,-3.059194,99.64409
2013-Q3,-1.620929,99.65304
2013-Q4,-0.1967088,100.2853
2014-Q1,0.7722138,100.2547
2014-Q2,0.3562624,99.99908
2014-Q3,1.419702,101.0678
2014-Q4,-0.2805478,100.0039
2015-Q1,0.3161653,100.5717
2015-Q2,0.5123293,100.5114
2015-Q3,-2.420557,98.62141
2015-Q4,0.3896071,100.3935
2016-Q1,-1.132581,99.43261
2016-Q2,-1.313975,99.19071
2016-Q3,0.8699215,99.47934
2016-Q4,-0.2890563,100.1033
2017-Q1,0.4762476,99.90616
2017-Q2,1.252815,100.4334
2017-Q3,2.026139,101.4949
2017-Q4,0.4769507,100.5808
2018-Q1,2.106579,102.0108
2018-Q2,1.713274,102.1541
2018-Q3,0.37609,101.8766
2018-Q4,1.966715,102.5589
2019-Q1,1.186607,103.2212
2019-Q2,2.147844,104.3482
2019-Q3,2.32889,104.2492
2019-Q4,1.371194,103.9652
2020-Q1,-1.386897,101.7896
2020-Q2,-15.48503,88.18985
2020-Q3,-10.81738,92.9722
2020-Q4,-6.918963,96.7719
2021-Q1,-1.660603,100.0993
2021-Q2,15.0314,101.446
2021-Q3,11.65557,103.8086
2021-Q4,8.139441,104.6486
2022-Q1,7.001203,107.1075
