country,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE
1968-03,,,,,,,,,,,,,-7.036667,,4.18,-25.85,-0.4,8.92,14.43,
1968-04,,,,,,,,,,,,,-6.796667,,10.94,-23.25,8.8,13.8,8.36,
1968-05,,,,,,,,,,,,,-3.456667,,8.84,-17.34,8.53,15.81,2.68,
1968-06,,,,,,,,,,,,,-0.99,,8.53,-16.27,11.84,21.83,10.64,
1968-07,,,,,,,,,,,,,0.6866667,,8.29,-16.15,-17.49,26.5,6.23,
1968-08,,,,,,,,,,,,,-0.22,,5.4,-17.23,11.72,21.97,-0.13,
1968-09,,,,,,,,,,,,,-1.536667,,9.06,-12.21,8.44,16.66,12.13,
1968-10,,,,,,,,,,,,,2.473333,,7.7,-5.53,14.01,20.65,9.95,
1968-11,,,,,,,,,,,,,11.63333,,0.79,8.49,7.8,27.2,18.32,
1968-12,,,,,,,,,,,,,10.42667,,-1.31,2.57,1.91,27.4,7.4,
1969-01,,,,,,,,,,,,,9.66,,1.29,-6.58,7.6,36.85,10.85,
1969-02,,,,,,,,,,,,,10.87333,,2.07,3.04,4.54,31.65,29.54,
1969-03,,,,,,,,,,,,,19.56333,,-15.38,14.71,33.0,28.6,16.06,
1969-04,,,,,,,,,,,,,27.94333,,-26.28,18.47,11.35,39.08,22.88,
1969-05,,,,,,,,,,,,,17.81667,,-10.97,13.76,10.92,28.72,24.67,
1969-06,,,,,,,,,,,,,16.09667,,-11.37,19.06,4.64,17.86,20.33,
1969-07,,,,,,,,,,,,,21.44,,-14.77,20.05,16.21,29.5,15.41,
1969-08,,,,,,,,,,,,,19.96333,,-13.59,21.18,17.8,25.12,26.3,
1969-09,,,,,,,,,,,,,23.01,,-18.39,25.47,-11.63,25.17,15.31,
1969-10,,,,,,,,,,,,,22.95667,,-18.01,27.03,17.11,23.83,13.24,
1969-11,,,,,,,,,,,,,19.96333,,-13.29,22.4,10.02,24.2,25.66,
1969-12,,,,,,,,,,,,,22.9,,-11.91,26.47,13.25,30.32,10.99,
1970-01,,,,,,,,,,,,,18.22667,,-11.73,27.15,8.02,15.8,11.77,
1970-02,,,,,,,,,,,,,19.54667,,-24.5,25.55,9.5,8.59,5.32,
1970-03,,,,,,,,,,,,,19.06667,,-10.23,20.77,5.96,26.2,4.26,
1970-04,,,,,,,,,,,,,20.55,,-8.42,26.17,-6.62,27.06,-0.39,
1970-05,,,,,,,,,,,,,24.69333,,-13.22,28.33,18.14,32.53,24.5,
1970-06,,,,,,,,,,,,,21.96333,,-17.87,22.53,-28.82,25.49,2.56,
1970-07,,,,,,,,,,,,,17.83333,,-10.76,23.67,-15.24,19.07,4.54,
1970-08,,,,,,,,,,,,,17.24667,,-9.91,22.46,-7.22,19.37,7.6,
1970-09,,,,,,,,,,,,,15.45,,-5.98,19.58,2.2,20.79,8.06,
1970-10,,,,,,,,,,,,,10.15333,,-4.52,10.72,-9.24,15.22,14.65,
1970-11,,,,,,,,,,,,,11.49,,-0.25,12.53,-1.13,21.69,3.48,
1970-12,,,,,,,,,,,,,9.1,,0.53,10.14,3.48,17.69,18.5,
1971-01,,,,,,,,,,,,,8.486667,,-2.86,6.65,0.44,15.95,3.0,
1971-02,,,,,,,,,,,,,9.363334,,0.27,6.75,3.25,21.61,-0.61,
1971-03,,,,,,,,,,,,,9.316667,,-0.39,9.98,11.48,17.58,12.33,
1971-04,,,,,,,,,,,,,3.286667,,-1.86,-2.93,5.67,10.93,12.93,
1971-05,,,,,,,,,,,,,1.063333,,1.58,-5.27,12.02,10.04,8.26,
1971-06,,,,,,,,,,,,,6.9,,-6.2,-0.53,11.95,15.03,6.36,
1971-07,,,,,,,,,,,,,1.176667,,5.45,-3.4,0.7,12.38,13.67,
1971-08,,,,,,,,,,,,,-7.093333,,19.36,-8.93,-7.31,7.01,5.53,
1971-09,,,,,,,,,,,,,-4.0,,8.1,-11.66,-4.27,7.76,-1.19,
1971-10,,,,,,,,,,,,,-1.97,,11.48,-8.22,-7.22,13.79,-5.97,
1971-11,,,,,,,,,,,,,-8.233334,,14.94,-15.75,-26.81,5.99,-19.26,
1971-12,,,,,,,,,,,,,-11.19,,18.77,-19.93,-4.96,5.13,-7.76,
1972-01,,,,,,,,,,,,,-15.52,,24.71,-21.52,2.09,-0.33,20.32,
1972-02,,,,,,,,,,,,,-18.96333,,32.62,-22.18,-3.57,-2.09,1.34,
1972-03,,,,,,,,,,,,,-12.88333,,29.7,-18.99,10.76,10.04,-0.38,
1972-04,,,,,,,,,,,,,-8.336667,,20.38,-22.46,25.51,17.83,5.1,
1972-05,,,,,,,,,,,,,-14.8,,30.73,-24.74,-13.11,11.07,6.76,
1972-06,,,,,,,,,,,,,-16.33667,,24.37,-25.3,11.55,0.66,-0.6,
1972-07,,,,,,,,,,,,,-13.53667,,26.67,-23.6,14.36,9.66,13.8,
1972-08,,,,,,,,,,,,,-7.603333,,19.8,-17.53,7.32,14.52,12.89,
1972-09,,,,,,,,,,,,,-6.69,,24.2,-20.33,12.59,24.46,19.75,
1972-10,,,,,,,,,,,,,-6.04,,16.92,-19.37,23.57,18.17,9.76,
1972-11,,,,,,,,,,,,,1.226667,,4.08,-12.62,14.73,20.38,13.1,
1972-12,,,,,,,,,,,,,-1.46,,3.67,-11.7,4.78,10.99,22.69,
1973-01,,,,,,,,,,,,,4.726666,,1.21,-7.45,13.88,22.84,20.41,
1973-02,,,,,,,36.95,,,78.89,17.17,,7.643333,,-1.67,-5.36,8.82,26.62,15.44,
1973-03,,,,,,,31.26,,,58.53,14.33,,5.24,,-1.4,-8.89,-2.75,23.21,-9.44,
1973-04,,,,,,,33.91,,,74.52,14.23,,3.726667,,-2.64,-7.72,-2.36,16.26,5.13,
1973-05,,,,,,,37.7,,,83.44,17.13,,-0.5366667,,-2.02,-5.24,-13.9,1.61,0.36,
1973-06,,,,,,,34.95,,,89.4,17.79,,2.526667,,-0.2,-3.92,5.78,11.3,7.66,
1973-07,,,,,,,36.03,,,74.1,16.51,,2.43,,-0.02,-4.19,6.28,11.46,-7.06,
1973-08,,,,,,,13.79,,,74.8,24.3,,4.073333,,-5.3,-6.97,14.36,13.89,0.11,
1973-09,,,,,,,10.99,,,75.4,25.41,,4.153333,,-6.04,-2.29,6.75,8.71,-1.71,
1973-10,,,,,,,0.11,,,69.83,20.2,,5.093333,,-10.09,-3.11,-0.3,8.3,7.09,
1973-11,,,,,,,48.64,,,63.45,12.51,,4.576667,,-7.99,-3.13,14.02,8.87,22.15,
1973-12,,,,,,,28.96,,,91.82,17.77,,3.726667,,-5.68,-3.63,14.05,9.13,5.22,
1974-01,,,,,,,22.65,,,74.69,13.91,,6.886667,,-11.38,-5.06,-13.59,14.34,3.18,
1974-02,,,,,,,24.68,,,75.9,12.68,,3.67,,-8.51,-6.56,7.1,9.06,4.61,
1974-03,,,,,,,23.77,,,63.54,34.28,,2.14,,-8.72,-5.52,2.11,3.22,20.39,
1974-04,,,,,,,-3.11,,,73.93,32.73,,1.216667,,-6.18,-4.91,18.49,2.38,9.03,
1974-05,,,,,,,24.36,,,70.11,25.93,,0.8266667,,-4.68,-6.2,9.92,4.0,10.99,
1974-06,,,,,,,29.44,,,62.13,28.99,,-1.98,,-2.83,-8.25,-5.76,-0.52,14.13,
1974-07,,,,,,,8.63,,,76.71,21.09,,-5.43,,5.81,-11.92,-5.64,1.44,-20.46,
1974-08,,,,,,,23.26,,,76.92,21.51,,-7.276667,,13.78,-14.44,-5.04,6.39,-4.58,
1974-09,,,,,,,41.46,,,58.35,21.97,,-8.003333,,12.25,-15.03,-3.26,3.27,23.27,
1974-10,,,,,,,36.63,,,81.84,13.24,,-16.17333,,24.95,-22.96,-6.54,-0.61,5.36,
1974-11,,,,,,,48.37,,,75.86,-18.89,,-24.96333,,31.15,-32.09,-6.76,-11.65,-2.23,
1974-12,,,,,,,30.38,,,73.96,14.93,,-25.18,,30.65,-30.86,-15.73,-14.03,-11.52,
1975-01,,,,,,,-18.29,,,35.85,29.75,,-29.37667,,39.9,-29.85,-23.74,-18.38,-12.75,
1975-02,,,,,,,12.26,,,48.77,-3.84,,-41.06667,,42.18,-44.2,-12.12,-36.82,-11.72,
1975-03,,,,,,,15.79,,,44.49,18.39,,-42.01,,47.88,-50.71,-21.27,-27.44,-20.5,
1975-04,,,,,,,-1.98,,,35.89,30.37,,-44.97333,,52.53,-53.05,-35.57,-29.34,-32.2,
1975-05,,,,,,,-8.23,,,35.51,29.76,,-49.18333,,56.64,-60.87,-2.78,-30.04,-24.36,
1975-06,,,,,,,-20.24,,,35.67,42.06,,-47.27,,56.01,-62.52,-14.31,-23.28,-36.51,
1975-07,,,,,,,-22.85,,,39.13,32.5,,-44.28333,,54.02,-66.32,-6.43,-12.51,-22.39,
1975-08,,,,,,,-18.09,,,33.02,22.64,,-40.61333,,57.39,-56.14,-0.82,-8.31,4.94,
1975-09,,,,,,,-27.62,,,-3.19,23.27,,-52.01,,61.0,-64.64,-14.46,-30.39,-19.68,
1975-10,,,,,,,-29.08,,,5.13,26.97,,-45.76,,55.0,-61.27,-4.61,-21.01,-15.79,
1975-11,,,,,,,-28.5,,,3.14,24.57,,-40.47333,,52.0,-59.26,4.77,-10.16,7.97,
1975-12,,,,,,,-53.8,,,-0.01,30.68,,-37.78667,,51.92,-58.74,-13.02,-2.7,-17.05,
1976-01,,,,,,,-21.75,,,2.93,16.62,,-36.23667,,45.8,-60.57,5.76,-2.34,-4.55,
1976-02,,,,,,,-3.28,,,5.95,10.78,,-29.36667,,43.28,-48.26,3.76,3.44,-2.23,
1976-03,,,,,,,-16.08,,,26.92,13.44,,-26.31333,,36.24,-44.95,1.33,2.25,2.7,
1976-04,,,,,,,1.21,,,47.82,4.36,,-19.47,,28.45,-42.66,19.73,12.7,14.24,
1976-05,,,,,,,26.13,,,27.31,6.7,,-18.56333,,24.84,-39.35,-1.01,8.5,12.14,
1976-06,,,,,,,-19.23,,,30.66,8.61,,-20.98667,,26.84,-43.0,-1.32,6.88,12.87,
1976-07,,,,,,,-4.21,,,30.61,14.0,,-18.74,,21.05,-41.54,5.53,6.37,6.64,
1976-08,,,,,,,16.16,,,46.61,17.68,,-22.35333,,20.03,-42.53,4.21,-4.5,10.54,
1976-09,,,,,,,-5.13,,,46.29,17.59,,-21.93,,19.95,-42.65,-7.11,-3.19,4.16,
1976-10,,,,,,,9.46,,,41.37,20.13,,-14.81667,,18.51,-40.26,15.66,14.32,-0.35,
1976-11,,,,,,,0.99,,,62.25,27.41,,-16.95667,,14.3,-40.87,-15.25,4.3,0.63,
1976-12,,,,,,,-2.76,,,41.2,17.98,,-26.41,,18.52,-50.18,22.33,-10.53,13.68,
1977-01,,,,,,,15.89,,,62.34,10.17,,-24.27,,27.65,-42.4,3.44,-2.76,10.92,
1977-02,,,,,,,5.31,,,48.89,14.76,,-20.88333,,14.7,-45.23,-15.73,-2.72,5.42,
1977-03,,,,,,,8.98,,,52.39,9.28,,-19.85333,,17.38,-43.53,12.44,1.35,5.61,
1977-04,,,,,,,34.54,,,53.57,10.05,,-21.83333,,21.5,-42.79,-13.02,-1.21,10.43,
1977-05,,,,,,,14.39,,,49.98,15.97,,-18.1,,19.77,-41.95,-9.49,7.42,-3.81,
1977-06,,,,,,,18.18,,,60.6,11.24,,-20.04667,,23.8,-40.11,3.17,3.77,4.3,
1977-07,,,,,,,34.99,,,68.42,28.59,,-19.27333,,22.53,-39.57,-4.74,4.28,9.1,
1977-08,,,,,,,29.56,,,65.05,21.25,,-16.91,,15.07,-37.84,-11.02,2.18,8.57,
1977-09,,,,,,,38.04,,,73.64,14.95,,-18.53333,,24.98,-37.1,9.46,6.48,4.25,
1977-10,,,,,,,25.09,,,63.11,21.51,,-17.21333,,21.9,-36.5,-20.67,6.76,3.43,
1977-11,,,,,,,21.52,,,60.2,20.99,,-18.41667,,20.71,-36.4,-13.13,1.86,6.24,
1977-12,,,,,,,24.69,,,68.97,19.55,,-13.86,,15.38,-27.6,3.55,1.4,6.77,
1978-01,,,,,,,24.36,,,63.79,23.88,,-14.82333,,15.2,-32.48,-5.84,3.21,2.9,
1978-02,,,,,,,15.85,,,63.45,16.99,,-15.57667,,16.44,-30.09,-1.15,-0.2,-15.18,
1978-03,,,,,,,10.48,,,52.76,24.47,,-17.98667,,17.38,-33.94,-8.97,-2.64,-7.86,
1978-04,,,,,,,12.79,,,58.13,21.53,,-17.87667,,18.67,-35.19,-10.14,0.23,1.24,
1978-05,,,,,,,10.52,,,59.92,19.87,,-20.84333,,25.21,-32.39,2.34,-4.93,8.78,
1978-06,,,,,,,16.99,,,59.18,30.89,,-16.35667,,14.83,-34.78,-0.16,0.54,2.01,
1978-07,,,,,,,2.67,,,48.32,15.16,,-17.42667,,17.82,-32.18,-0.69,-2.28,17.6,
1978-08,,,,,,,-8.73,,,37.94,17.85,,-16.51,,15.71,-33.82,-14.31,0.0,-1.46,
1978-09,,,,,,,-17.4,,,51.88,37.73,,-15.89667,,13.22,-30.92,3.75,-3.55,6.41,
1978-10,,,,,,,-15.86,,,45.41,21.82,,-20.89,,18.48,-39.35,-4.69,-4.84,6.15,
1978-11,,,,,,,-30.1,,,39.55,25.15,,-25.51667,,21.06,-43.36,-16.95,-12.13,-3.39,
1978-12,,,,,,,-21.41,,,46.24,27.35,,-23.45333,,28.07,-41.71,-3.62,-0.58,-1.56,
1979-01,,,,,,,-35.22,,,35.37,36.74,,-20.35667,,26.13,-39.06,-3.77,4.12,-5.2,
1979-02,,,,,,,8.65,,,21.47,7.21,,-19.93333,,23.99,-37.19,-2.99,1.38,-1.45,
1979-03,,,,,,,-7.0,,,46.86,11.25,,-17.3,,23.17,-34.27,1.47,5.54,-3.27,
1979-04,,,,,,,-8.92,,,44.79,13.19,,-12.71333,,14.55,-31.02,-0.33,7.43,-5.33,
1979-05,,,,,,,-11.22,,,53.47,13.78,,-10.65,,13.87,-29.45,-1.04,11.37,-5.5,
1979-06,,,,,,,-4.33,,,61.32,5.74,,-5.636667,,8.27,-19.66,7.43,11.02,38.22,
1979-07,,,,,,,-4.02,,,33.87,5.04,,-8.436666,,13.65,-19.41,-11.65,7.75,-0.64,
1979-08,,,,,,,-38.13,,,38.75,12.16,,-4.03,,4.63,-18.35,9.68,10.89,5.32,
1979-09,,,,,,,-11.16,,,36.88,12.58,,-3.31,,-1.0,-13.3,9.89,2.37,18.51,
1979-10,,,,,,,-19.8,,,26.07,9.15,,1.486667,,0.43,-14.42,0.57,19.31,3.81,
1979-11,,,,,,,37.35,,,59.2,16.24,,3.076667,,0.28,-9.2,17.31,18.71,29.5,
1979-12,,,,,,,36.27,,,60.77,14.7,,3.996667,,-0.65,-8.28,5.94,19.62,6.51,
1980-01,,,,,,,20.29,,,61.69,15.39,,0.7166666,,3.3,-8.27,-1.36,13.72,5.49,
1980-02,,,,,,,23.59,,,61.29,22.87,,3.546667,,-0.83,-7.03,21.26,16.84,20.43,
1980-03,,,,,,,44.79,,,74.08,6.46,,5.67,,-2.4,-1.13,3.95,15.74,15.76,
1980-04,,,,,,,34.77,,,73.21,11.16,,0.2933333,,2.78,-7.78,-3.86,11.44,10.13,
1980-05,,,,,,,37.47,,,50.04,12.46,,-3.753333,,4.85,-10.45,6.44,4.04,12.34,
1980-06,,,,,,,37.82,,,59.04,14.16,,-5.813334,,5.24,-11.83,-16.08,-0.37,11.7,
1980-07,,,,,,,25.05,,,84.65,13.97,,-3.766667,,4.56,-10.76,-7.97,4.02,7.31,
1980-08,,,,,,,38.72,,,91.2,10.65,,-4.83,,9.45,-12.75,4.44,7.71,8.19,
1980-09,,,,,,,13.21,,,74.01,35.92,,-9.113334,,13.12,-15.45,-9.23,1.23,-0.66,
1980-10,,,,,,,35.66,,,86.29,16.88,,-5.09,,8.68,-9.55,1.08,2.96,7.08,
1980-11,,,,,,,58.9,,,85.98,-4.07,,-5.403333,,14.54,-8.45,-0.77,6.78,9.41,
1980-12,,,,,,,49.9,,,81.93,8.93,,-6.41,,11.77,-12.19,-15.54,4.73,-7.44,
1981-01,,,,,,,36.5,,,103.08,3.95,,-8.743333,,12.2,-19.21,4.14,5.18,12.1,
1981-02,,,,,,,35.9,,,89.3,21.46,,-8.966666,,14.62,-17.98,1.18,5.7,6.18,
1981-03,,,,,,,30.51,,,76.96,24.66,,-9.996667,,18.08,-16.5,4.5,4.59,10.6,
1981-04,,,,,,,24.31,,,80.26,16.01,,-11.83,,17.34,-19.14,6.01,0.99,7.18,
1981-05,,,,,,,36.23,,,78.24,18.43,,-10.81,,17.95,-17.35,-0.5,2.87,11.9,
1981-06,,,,,,,26.56,,,75.62,16.35,,-15.38333,,23.07,-21.28,-1.92,-1.8,1.83,
1981-07,,,,,,,31.43,,,82.38,29.48,,-14.21333,,20.7,-23.2,3.36,1.26,7.39,
1981-08,,,,,,,28.63,,,76.19,18.46,,-12.44,,24.48,-13.9,1.34,1.06,3.23,
1981-09,,,,,,,32.43,,,75.79,18.18,,-15.93667,,24.47,-21.86,-1.85,-1.48,2.24,
1981-10,,,,,,,33.22,,,88.45,24.63,,-17.06667,,25.76,-23.32,-7.95,-2.12,2.38,
1981-11,,,,,,,35.18,,,78.8,20.81,,-15.99667,,21.04,-25.78,-5.64,-1.17,0.02,
1981-12,,,,,,,13.48,,,80.74,26.13,,-15.01333,,23.46,-26.29,-11.65,4.71,-0.25,
1982-01,,,,,,,23.57,,,81.93,17.31,,-18.42,,25.67,-26.38,8.07,-3.21,11.16,
1982-02,,,,,,,-10.15,,,79.62,15.53,,-23.05667,,28.33,-32.68,-9.48,-8.16,-10.54,
1982-03,,,,,,,10.61,,,75.3,15.22,,-26.15,,28.81,-36.85,-16.73,-12.79,-7.63,
1982-04,,,,,,,15.74,,,76.02,30.78,,-26.48667,,29.17,-36.53,-3.88,-13.76,-8.47,
1982-05,,,,,,,3.21,,,65.15,25.69,,-28.26333,,31.86,-38.99,-2.93,-13.94,-4.95,
1982-06,,,,,,,-4.27,,,69.27,25.59,,-27.81667,,34.58,-40.85,-12.7,-8.02,-9.99,
1982-07,,,,,,,4.26,,,63.82,14.74,,-31.6,,35.01,-47.09,-2.84,-12.7,-9.83,
1982-08,,,,,,,3.12,,,64.48,21.99,,-34.42667,,33.33,-50.52,-0.89,-19.43,-4.39,
1982-09,,,,,,,9.87,,,55.61,6.82,,-33.46333,,32.63,-50.56,-4.35,-17.2,0.08,
1982-10,,,,,,,5.93,,,65.39,14.17,,-34.87,,36.06,-49.93,-4.43,-18.62,-12.72,
1982-11,,,,,,,-31.88,,,44.19,34.32,,-32.85333,,35.52,-48.56,-18.8,-14.48,-14.34,
1982-12,,,,,,,6.58,,,42.61,16.13,,-30.98333,,36.09,-51.72,0.75,-5.14,-7.25,
1983-01,,,,,,,16.46,,,26.59,23.01,,-32.57667,,33.7,-49.66,20.13,-14.37,-3.39,
1983-02,,,,,,,18.61,,,28.25,24.55,,-28.70333,,26.15,-45.85,-13.04,-14.11,-7.31,
1983-03,,,,,,,9.7,,,47.41,31.95,,-27.92667,,28.5,-43.12,-4.46,-12.16,-19.33,
1983-04,,,,,,,14.97,,,65.57,13.5,,-25.99333,,28.92,-43.66,-9.51,-5.4,-2.89,
1983-05,,,,,,,5.92,,,61.99,7.43,,-20.83667,,25.77,-40.76,-3.01,4.02,-4.54,
1983-06,,,,,,,10.87,,,60.88,13.89,,-19.51667,,22.13,-39.32,13.13,2.9,16.15,
1983-07,,,,,,,24.03,,,57.07,17.01,,-16.43,,21.69,-35.67,4.71,8.07,2.03,
1983-08,,,,,,,-23.32,,,53.3,34.76,,-16.60667,,16.54,-36.05,-5.28,2.77,5.62,
1983-09,,,,,,,5.72,,,70.12,27.1,,-15.84333,,17.13,-39.16,13.09,8.76,6.0,
1983-10,,,,,,,16.61,,,54.26,1.05,,-15.97,,15.72,-40.9,9.82,8.71,8.35,
1983-11,,,,,,,5.61,,,71.35,7.85,,-18.1,,16.53,-43.2,-6.82,5.43,3.26,
1983-12,,,,,,,14.46,,,65.34,10.87,,-14.3,,14.94,-34.78,12.25,6.82,11.57,
1984-01,,,,,,,15.88,,,67.85,13.15,,-13.88,,14.22,-33.37,-0.65,5.95,5.05,
1984-02,,,,,,,12.19,,,65.47,9.2,,-12.77667,,15.14,-32.91,11.16,9.72,7.05,
1984-03,,,,,,,23.8,,,65.07,1.07,,-10.21333,,12.24,-33.11,11.98,14.71,8.89,
1984-04,,,,,,,2.8,,,68.01,12.99,,-9.733334,,12.65,-31.73,11.69,15.18,5.39,
1984-05,,,,,,,26.9,,,74.57,10.09,,-12.87,,13.85,-35.24,-1.28,10.48,-0.69,
1984-06,,,,,,,24.52,,,74.75,9.1,,-8.47,,10.64,-27.37,11.15,12.6,22.6,
1984-07,,,,,,,38.21,,,74.39,31.64,,-10.94333,,13.92,-26.57,-2.04,7.66,3.43,
1984-08,,,,,,,38.05,,,76.04,11.81,,-10.79,,14.06,-27.32,7.13,9.01,1.48,
1984-09,,,,,,,36.75,,,80.56,36.64,,-7.593333,,13.53,-25.31,3.77,16.06,3.21,
1984-10,,,,,,,11.95,,,71.56,32.06,,-6.906667,,12.87,-21.83,1.16,13.98,6.25,
1984-11,,,,,,,35.49,,,70.6,16.87,,-5.67,,10.33,-18.35,25.47,11.67,24.27,
1984-12,,,,,,,31.36,,,70.22,16.11,,-6.286667,,11.58,-17.2,2.18,9.92,8.65,
1985-01,,,,,,,22.99,,,74.3,21.36,,-5.386667,,9.69,-20.17,-3.78,13.7,4.32,
1985-02,,,,,,,43.05,,,81.29,10.17,,-4.573333,,9.46,-20.45,9.91,16.19,10.05,
1985-03,,,,,,,16.7,,,84.83,25.48,,-5.7,,11.56,-19.59,8.28,14.05,6.73,
1985-04,,,,,,,39.39,,,77.67,12.41,,-6.286667,,11.64,-19.81,7.3,12.59,12.79,
1985-05,,,,,,,27.56,,,83.69,40.12,,-3.81,,7.26,-19.42,11.56,15.25,11.93,
1985-06,,,,,,,39.06,,,80.27,33.97,,-2.876667,,7.98,-15.75,12.14,15.1,13.0,
1985-07,,,,,,,7.6,,,89.09,40.31,,-2.78,,8.16,-17.73,-2.1,17.55,10.87,
1985-08,,,,,,,31.67,,,91.89,33.15,,-1.28,,10.75,-13.13,-0.4,20.04,9.69,
1985-09,,,,,,,29.42,,,74.49,36.47,,-3.513333,,12.8,-11.81,1.73,14.07,6.22,
1985-10,,,,,,,6.56,,,77.27,42.23,,-3.166667,,7.27,-11.84,5.93,9.61,7.59,
1985-11,,,,,,,28.48,,,83.87,36.94,,-3.876667,,6.62,-16.83,14.17,11.82,14.99,
1985-12,,,,,,,41.75,,,91.98,28.26,,-2.01,,7.71,-14.14,6.44,15.82,-0.41,
1986-01,,,,,,,24.92,,,79.73,28.22,,-0.4666667,,5.89,-10.29,-0.55,14.78,5.65,
1986-02,,,,,,,24.63,,,76.34,18.3,,1.62,,4.92,-6.05,17.29,15.83,18.27,
1986-03,,,,,,,26.43,,,79.02,32.49,,1.973333,,1.78,-6.33,-4.26,14.03,8.46,
1986-04,,,,,,,23.52,,,77.08,31.77,,0.2566667,,4.09,-8.15,-8.14,13.01,-2.49,
1986-05,,,,,,,31.98,,,70.94,28.09,,-1.59,,5.78,-9.79,21.11,10.8,21.23,
1986-06,,,,,,,35.55,,,75.29,28.55,,-8.496667,,10.96,-14.17,-7.78,-0.36,5.53,
1986-07,,,,,,,33.92,,,66.94,23.12,,-8.456667,,10.69,-17.87,-4.45,3.19,0.82,
1986-08,,,,,,,23.34,,,76.32,20.07,,-3.573333,,3.31,-12.1,-2.34,4.69,6.04,
1986-09,,,,,,,18.16,,,75.44,17.61,,-5.003334,,8.65,-14.46,-11.36,8.1,3.16,
1986-10,,,,,,,30.0,,,72.94,24.58,,-7.4,,9.15,-18.03,5.27,4.98,4.42,
1986-11,,,,,,,29.69,,,71.8,17.14,,-9.2,,10.09,-18.23,0.36,0.72,7.39,
1986-12,,,,,,,1.65,,,70.96,23.85,,-10.23,,9.48,-21.27,-23.81,0.06,-10.36,
1987-01,,,,,,,27.18,,,77.65,16.49,,-8.346666,,13.03,-20.18,8.93,8.17,0.29,
1987-02,,,,,,,19.02,,,72.55,18.59,,-9.696667,,12.23,-22.56,-3.15,5.7,2.45,
1987-03,,,,,,,23.54,,,69.1,13.69,,-8.786667,,14.47,-22.84,3.32,10.95,2.73,
1987-04,,,,,,,13.92,,,75.68,12.23,,-7.233333,,13.03,-18.69,4.84,10.02,16.53,
1987-05,,,,,,,21.96,,,62.94,17.4,,-9.65,,14.32,-17.83,-4.18,3.2,8.15,
